miRNA	Estimate	StdError	tValue	pValue	Disease	nRgene
hsa-miR-16-5p	-0.316786094763951	0.0888369535381428	-3.56592703989941	0.000399790855155218	LUAD	CHRM3
hsa-miR-32-5p	-0.282766499128433	0.0938966638253552	-3.01146481257704	0.00273391321033113	LUAD	CHRM5
hsa-miR-16-5p	-0.176785121978559	0.0410046986634706	-4.31133815735243	1.96338676405455e-05	LUAD	CHRNE
hsa-miR-20a-5p	-0.372193186149007	0.0943687294145414	-3.94403091424536	9.20692649501931e-05	LUAD	DRD1
hsa-miR-30c-5p	-0.183840469199281	0.0813912297865204	-2.2587257826362	0.0243484330839698	LUAD	DRD1
hsa-miR-182-5p	-0.279714239778549	0.0729576462699621	-3.83392631313151	0.000142623667306215	LUAD	GABBR1
hsa-miR-20a-5p	-0.20629479770295	0.0844549792619478	-2.44265997701687	0.0149555790347822	LUAD	GABBR2
hsa-let-7g-5p	-0.181017505124773	0.0627189499787647	-2.88616925484341	0.00408348297973619	LUAD	GABBR2
hsa-miR-22-3p	-0.389677936319284	0.0522263916885319	-7.4613222112538	4.32692806152942e-13	LUAD	GABBR2
hsa-miR-23a-3p	-0.200803465513422	0.0959668217790627	-2.09242592169737	0.036930589564205	LUAD	GABRB2
hsa-miR-454-3p	-0.276971904168018	0.0891089934217238	-3.10823737910719	0.00199497183740085	LUAD	GABRB2
hsa-miR-16-5p	-0.190321431575972	0.0806578926479667	-2.35961324214896	0.0186860218461888	LUAD	GABRE
hsa-miR-502-3p	-0.179335647142004	0.0874486231549402	-2.05075438208169	0.04082991306345	LUAD	GRIA1
hsa-miR-182-5p	-0.555524093789066	0.178086847259615	-3.11939990143811	0.00192144703073056	LUAD	GRID1
hsa-miR-34a-5p	-0.666275821196529	0.134469225689621	-4.95485727518364	1.00564874474884e-06	LUAD	GRID1
hsa-miR-130b-3p	-0.183186732347989	0.0343596106440321	-5.33145541856734	1.5146358073025e-07	LUAD	GRIK2
hsa-miR-15a-5p	-0.258199645944098	0.0797871328778017	-3.23610633232736	0.0012943863630418	LUAD	GRIN1
hsa-miR-26b-5p	-0.255108634812051	0.116849595043551	-2.18322224152312	0.0295286007974353	LUAD	GRIN2A
hsa-miR-27a-3p	-0.205372548914975	0.093898712393321	-2.18717108765789	0.0292372567477918	LUAD	GRIN2A
hsa-miR-181c-5p	-0.551364041562349	0.230493255442663	-2.39210488178256	0.0171318379859204	LUAD	GRM1
hsa-miR-181b-5p	-0.857164854807945	0.349008671994914	-2.45599872893828	0.0143989697133603	LUAD	GRM1
hsa-miR-139-5p	-0.282994223758077	0.126819989676644	-2.23146386054465	0.0261066292834537	LUAD	GRM1
hsa-miR-181a-5p	-0.21621110823665	0.0695492170637847	-3.10874970797097	0.00199354948904673	LUAD	GRM5
hsa-miR-27b-3p	-0.184715415320779	0.0797619904669463	-2.31583256936555	0.0209996872175185	LUAD	GRM5
hsa-miR-421	-0.151806560504325	0.0422049472509165	-3.59689018450387	0.000354585192744962	LUAD	GRM8
hsa-miR-26b-5p	-0.210405053225096	0.0720053171312779	-2.92207661333526	0.00364387061807351	LUAD	HTR2A
hsa-miR-106b-5p	-0.226345775710068	0.0799470873250004	-2.83119477248657	0.00483549362040684	LUAD	HTR2A
hsa-miR-17-5p	-0.452437578322086	0.144667231395646	-3.12743648964103	0.001872335183553	LUAD	HTR2A
hsa-miR-493-3p	-0.194472673732467	0.0653154591192141	-2.97743713900126	0.00305617856607286	LUAD	HTR2A
hsa-miR-29a-3p	-0.445005886297389	0.0982120103878753	-4.53107399532804	7.37482032315877e-06	LUAD	HTR7
hsa-miR-760	-0.290625473307645	0.060176980065699	-4.82951243133755	1.82743173018942e-06	LUAD	OPRL1
hsa-miR-98-5p	-0.468594096982163	0.161630868569874	-2.89916215341988	0.00391054293530445	LUAD	P2RX1
hsa-let-7e-5p	-0.487564358270486	0.142224049483459	-3.42814284954804	0.000659266021814819	LUAD	P2RX1
hsa-miR-29a-3p	-0.351575613566024	0.105042574354192	-3.34698207586335	0.000879391853162899	LUAD	P2RX5
hsa-miR-320b	-0.383152600829418	0.142990529311739	-2.67956628088349	0.00761982157047602	LUAD	P2RX7
hsa-miR-199a-5p	-0.468918735557023	0.21555853152482	-2.17536616268435	0.0300800101903023	LUAD	P2RX7
hsa-miR-330-5p	-0.244420057769513	0.124010938367978	-1.97095563493153	0.0493078581976803	LUAD	P2RY2
hsa-miR-424-5p	-0.1828762514819	0.0869173763196265	-2.10402406544577	0.0359002682216294	LUAD	P2RY2
hsa-miR-15b-5p	-0.760238918458796	0.159790293869633	-4.75772902125736	2.66824529060389e-06	LUSC	ADORA2A
hsa-miR-30e-5p	-0.308042401795348	0.0686853271060525	-4.48483562318513	9.34354351304522e-06	LUSC	ADRA1D
hsa-miR-30b-5p	-0.182393930235301	0.0684784956836895	-2.66352127648657	0.00801915358551374	LUSC	ADRA1D
hsa-miR-30b-5p	-0.162309130372707	0.0529912200281007	-3.06294382893309	0.00233005561507375	LUSC	ADRA2A
hsa-let-7d-5p	-0.163998422380145	0.0566831586827563	-2.89324776867164	0.00401516338247986	LUSC	ADRB1
hsa-let-7g-5p	-0.566886873185223	0.269524743859434	-2.10328322760923	0.03602690606899	LUSC	ADRB2
hsa-miR-181b-5p	-0.406341495669745	0.196456094218654	-2.0683578042506	0.0392268034895328	LUSC	CHRM3
hsa-miR-15b-5p	-0.506790951796228	0.152774476814321	-3.31724881252366	0.000989369512258509	LUSC	CHRM3
hsa-let-7b-5p	-0.188591091601637	0.057790911311889	-3.26333479297183	0.00118875239129248	LUSC	CHRNA7
hsa-miR-152-3p	-0.441011502131139	0.0880880235293502	-5.0064865172528	8.06145833124019e-07	LUSC	CHRNB2
hsa-miR-16-5p	-0.204075714557009	0.0370421047515172	-5.50929046624033	6.18564251854028e-08	LUSC	CHRNE
hsa-miR-106b-5p	-0.173048538687053	0.0598996335712033	-2.88897491303262	0.00406269325306551	LUSC	DRD1
hsa-miR-20a-5p	-0.485327949431615	0.0738798149961704	-6.569154909995	1.48169038345315e-10	LUSC	DRD1
hsa-miR-30c-5p	-0.16629542299166	0.0503948388983242	-3.29985027488975	0.00104887417375399	LUSC	DRD1
hsa-miR-182-5p	-0.311029631541347	0.0703347044422556	-4.42213604233882	1.23813626854824e-05	LUSC	GABBR1
hsa-miR-424-5p	-0.313630802430421	0.0851584046115379	-3.68291073395623	0.000259826432388926	LUSC	GABBR1
hsa-miR-497-5p	-0.281080310310602	0.137271528915426	-2.04762278479304	0.0412011894323319	LUSC	GABBR1
hsa-miR-15b-5p	-0.475321035398864	0.124004128748209	-3.83310652796091	0.000145334575693942	LUSC	GABBR1
hsa-let-7d-5p	-0.202670314385721	0.0585973726902229	-3.45869285739387	0.000600533321882029	LUSC	GABBR2
hsa-let-7e-5p	-0.157250021459239	0.0504131400408168	-3.11922687878442	0.00194323548006874	LUSC	GABBR2
hsa-miR-330-5p	-0.16308188942507	0.0379184630806126	-4.30085705421043	2.13588083709909e-05	LUSC	GABBR2
hsa-miR-22-3p	-0.192394481725487	0.0691835698571237	-2.7809273520117	0.00567405897120385	LUSC	GABBR2
hsa-miR-92a-3p	-0.225688771590703	0.0471958220364689	-4.78196505225209	2.39018957337917e-06	LUSC	GABRA3
hsa-miR-19b-3p	-0.496737202225099	0.146486503120579	-3.39101003603189	0.000762285218983612	LUSC	GABRB2
hsa-miR-381-3p	-0.164187125517027	0.0760510190756657	-2.1589076321735	0.0314137551433083	LUSC	GABRB3
hsa-miR-200c-3p	-0.250351584324666	0.0622811821178232	-4.01969866036023	6.88839614394502e-05	LUSC	GABRB3
hsa-miR-15b-5p	-0.253531630318959	0.0802047586778278	-3.16105471169564	0.00168212951150665	LUSC	GABRE
hsa-miR-27a-3p	-0.163219001787929	0.0583598964955439	-2.79676647131119	0.00539110176412666	LUSC	GABRP
hsa-miR-205-5p	-0.19025998979419	0.0424954516391077	-4.47718479168009	9.65352718845926e-06	LUSC	GLRB
hsa-miR-32-5p	-0.191394809289485	0.0873654613832614	-2.19073769266621	0.0290106615143453	LUSC	GRIA1
hsa-miR-582-5p	-0.458060334245673	0.201800797597843	-2.26986384443591	0.0237171407949244	LUSC	GRID1
hsa-miR-146b-5p	-0.88431083668601	0.252350101883599	-3.50430148466481	0.000506542600886621	LUSC	GRID1
hsa-miR-181b-5p	-1.18946258808288	0.460212085919062	-2.58459659030351	0.0100825026975927	LUSC	GRID1
hsa-miR-16-5p	-0.307754491109482	0.0607100452350394	-5.06925155331391	5.94009858329936e-07	LUSC	GRIN1
hsa-miR-15b-5p	-0.439058334709355	0.0680319185586127	-6.45371090528757	2.94146823934046e-10	LUSC	GRIN1
hsa-miR-103a-3p	-0.363206864591165	0.171027581143672	-2.1236742177044	0.0343090591617379	LUSC	GRIN2A
hsa-miR-19a-3p	-0.473225048433517	0.168210715542513	-2.81328717321767	0.00514503483948539	LUSC	GRIN2A
hsa-miR-125a-5p	-0.289722450779052	0.126466914535686	-2.29089522617631	0.0224875333451274	LUSC	GRIN2A
hsa-miR-425-5p	-0.257132674019074	0.0887023823739172	-2.89882489215626	0.0039514213808762	LUSC	GRIN2A
hsa-miR-27b-3p	-0.235776058617382	0.11423713146427	-2.06391788374979	0.0396683154237391	LUSC	GRIN2A
hsa-miR-27a-3p	-0.311799041775718	0.102783066732353	-3.03356429894859	0.00257405989028995	LUSC	GRIN2A
hsa-miR-128-3p	-0.198576832261904	0.0472062558147865	-4.20657874331357	3.15152016730819e-05	LUSC	GRIN2D
hsa-miR-181b-5p	-1.25050142506933	0.454836437688054	-2.74934310765792	0.00622315674176016	LUSC	GRM1
hsa-miR-22-3p	-0.97283731445456	0.422624775964576	-2.30189371229883	0.0218182653432979	LUSC	GRM1
hsa-miR-27b-3p	-0.257097415012024	0.0881270564654842	-2.91734939669429	0.00372340054164021	LUSC	GRM5
hsa-miR-33a-5p	-0.153360022294438	0.0372157420404651	-4.12083741680304	4.51717108220473e-05	LUSC	GRM8
hsa-miR-17-5p	-0.41987916161462	0.160507708055381	-2.61594391136497	0.0092210874712851	LUSC	HTR2A
hsa-miR-93-5p	-0.317269942371025	0.103934746918883	-3.05258781857275	0.00241396999494689	LUSC	HTR2A
hsa-miR-143-3p	-0.245209106107977	0.0802721785403055	-3.05472095770834	0.00239724564810827	LUSC	HTR2A
hsa-miR-760	-0.150499012821009	0.0512230772850367	-2.9381095552604	0.00347617610643168	LUSC	OPRL1
hsa-let-7c-5p	-0.257599372220663	0.0912999330744905	-2.82146288114463	0.00500098126737541	LUSC	P2RX1
hsa-miR-29a-3p	-1.01435588915105	0.205016519448584	-4.94767881085527	1.07279337080235e-06	LUSC	P2RX5
hsa-miR-199a-5p	-0.755309099186695	0.283139670086359	-2.66762018531816	0.00792356663623963	LUSC	P2RX7
hsa-miR-26b-5p	-0.535397833030957	0.221546211094979	-2.41664179398412	0.016078897179378	LUSC	P2RY1
hsa-miR-27a-3p	-0.366403951319656	0.159745031419047	-2.29367979751744	0.0223007380957797	LUSC	P2RY2
hsa-miR-330-3p	-0.284582164286628	0.138560393355655	-2.05384928113018	0.0438377801257887	MESO	ADRA2A
hsa-miR-96-5p	-0.635297045911566	0.272308206789424	-2.33300734267932	0.0222603939425651	MESO	ADRA2C
hsa-miR-200a-3p	-0.161569876175752	0.0708652164403168	-2.27996024413229	0.0267406301879095	MESO	ADRB1
hsa-let-7c-5p	-0.530122479561684	0.177958911357356	-2.97890381278606	0.00404446920003179	MESO	ADRB2
hsa-miR-15b-5p	-0.785224306040848	0.305244715210357	-2.57244193564405	0.0123555021223984	MESO	ADRB2
hsa-miR-30e-5p	-0.361787342525702	0.133122457966971	-2.71770329402621	0.00841730042665733	MESO	DRD1
hsa-miR-31-5p	-0.218105431734038	0.0969943391402236	-2.24864083478857	0.0275963387860559	MESO	GABBR1
hsa-miR-501-3p	-0.538146640873616	0.22517544749786	-2.38989928455113	0.0196727576783018	MESO	GRIA1
hsa-let-7g-5p	-0.387483082902459	0.1890593268044	-2.04953169701777	0.0451910906154426	MESO	GRIK2
hsa-miR-27b-3p	-0.287860100044311	0.114493385589662	-2.51420724928151	0.0151274886501596	MESO	GRIK3
hsa-miR-15b-5p	-0.3550455779294	0.117523002321758	-3.02107307433608	0.00350012804873626	MESO	GRIN1
hsa-miR-98-5p	-0.813815478472181	0.375288535553324	-2.16850609963956	0.0334250119263144	MESO	P2RX1
hsa-let-7g-5p	-0.67423653417366	0.324757502792581	-2.07612304065624	0.0414537445512339	MESO	P2RX1
hsa-let-7g-5p	-0.718114652692235	0.266603889689676	-2.69356404937719	0.00782789083398071	OV	ADRB2
hsa-miR-181a-5p	-0.4997535645452	0.223311619306939	-2.23792011403712	0.0266994290076404	OV	CHRM3
hsa-miR-330-3p	-0.195236555304691	0.0902659758982759	-2.16290305801059	0.0321329285015632	OV	CHRM3
hsa-miR-148b-3p	-0.439486692166913	0.213298568765273	-2.06042963490557	0.040872132303403	OV	CHRNB2
hsa-miR-182-5p	-0.205858861344429	0.0858478296828429	-2.39795067743653	0.0175966607272804	OV	GABBR1
hsa-miR-424-5p	-0.288728700822791	0.102506805443954	-2.81667836171769	0.00544099838900174	OV	GABBR1
hsa-let-7i-5p	-0.19319591590077	0.0927349849162266	-2.08331209710441	0.0390543591704493	OV	GABBR2
hsa-miR-429	-0.217677943032301	0.0892964039152064	-2.43770111099885	0.0160439326443258	OV	GABBR2
hsa-miR-26b-5p	-0.221883767876789	0.0929326626720497	-2.38757570801339	0.0181190736377018	OV	GABRA4
hsa-miR-424-5p	-0.214126801887174	0.0764458055949551	-2.801027475879	0.0056955172046975	OV	GABRE
hsa-miR-502-3p	-0.221116119218246	0.10333410508784	-2.13981743036614	0.0338574498823684	OV	GRIA1
hsa-miR-148b-3p	-0.490220095994115	0.244494801613973	-2.00503279725395	0.0466891638351142	OV	GRID2
hsa-miR-363-3p	-0.267293630133234	0.10033460592019	-2.664022324918	0.00853233482668169	OV	GRID2
hsa-miR-9-5p	-0.285199025691707	0.0880738202747464	-3.2381816163081	0.00146975974157413	OV	GRID2
hsa-miR-543	-0.15261458545515	0.0617591533265241	-2.47112496261515	0.0145511644804482	OV	GRIK2
hsa-miR-181b-5p	-0.28539607196902	0.0981659445418436	-2.90728188172598	0.0042071997498786	OV	GRIK3
hsa-miR-103a-3p	-0.351440336109272	0.175410000222505	-2.00353648972963	0.0470496721206081	OV	GRIN2A
hsa-miR-320c	-0.249028624520512	0.120376039339089	-2.06875575810415	0.0404085503243536	OV	GRIN2A
hsa-miR-181c-5p	-0.820899370916503	0.354675168153263	-2.31451041580045	0.021895175106394	OV	GRM1
hsa-miR-181b-5p	-1.30663740258095	0.51114638056818	-2.55628808547665	0.0114986436341084	OV	GRM1
hsa-miR-218-5p	-0.496556455869904	0.189273186903377	-2.62349075425773	0.00953478413553731	OV	GRM1
hsa-miR-132-3p	-0.631105224374324	0.267091137288711	-2.36288343664557	0.0192984486503711	OV	GRM3
hsa-miR-30d-5p	-0.575149586208405	0.238291501293941	-2.4136386865889	0.0168887834322021	OV	GRM3
hsa-miR-30e-5p	-0.628408310183173	0.224461020293084	-2.79963224511162	0.00572656612237377	OV	GRM3
hsa-miR-181c-5p	-0.381117172041035	0.116770456618893	-3.26381503572346	0.00134580007526155	OV	HTR2C
hsa-miR-181b-5p	-0.464224182104417	0.156687313662941	-2.96274261937399	0.00351765751038422	OV	HTR2C
hsa-miR-29b-3p	-0.348993604669813	0.12359091068209	-2.823780508969	0.00531332042859487	OV	HTR7
hsa-miR-29a-3p	-0.536949420504502	0.187483008906821	-2.86398977504872	0.00470757947090871	OV	P2RX5
hsa-miR-30d-5p	-0.598496218174394	0.240227299063671	-2.49137471264565	0.0137712492283072	OV	P2RY2
hsa-miR-424-5p	-0.459309919121973	0.196528712385845	-2.33711356242038	0.020801640018831	PAAD	ADORA2A
hsa-miR-27b-3p	-0.212505362697783	0.074823134686674	-2.84010237726153	0.00515420739552577	PAAD	ADORA2B
hsa-miR-135b-5p	-0.231107834415047	0.0350921923713619	-6.58573371447863	8.92667793117987e-10	PAAD	ADRA2A
hsa-miR-23a-3p	-0.307397974035333	0.115347913411647	-2.66496345658469	0.00862462141996079	PAAD	ADRA2A
hsa-miR-96-5p	-0.290511785048776	0.116076405010862	-2.50276346016739	0.0134094140826825	PAAD	ADRA2C
hsa-let-7d-5p	-0.300543356342662	0.136298674583231	-2.20503506187168	0.0293263241308605	PAAD	ADRB1
hsa-miR-374b-5p	-0.243962777665171	0.116742915875376	-2.08974374021636	0.0387182082150721	PAAD	ADRB1
hsa-let-7d-5p	-0.701558844133895	0.286333661924761	-2.45014449023546	0.0154959835290454	PAAD	ADRB3
hsa-miR-181d-5p	-0.545579668384265	0.192976643535074	-2.82717979953416	0.00548999791680113	PAAD	CHRM3
hsa-miR-424-5p	-0.234570212143527	0.0969936483043589	-2.41840797046279	0.017066180061619	PAAD	CHRM3
hsa-miR-16-5p	-0.46445232471209	0.176321611151647	-2.63412024015951	0.00952852212670447	PAAD	CHRM3
hsa-miR-92a-3p	-0.52681534334293	0.236810614119963	-2.2246272419025	0.0276406091541681	PAAD	CHRM5
hsa-let-7d-5p	-0.241470773177848	0.079240072479189	-3.0473315536311	0.00276053983084304	PAAD	CHRNA7
hsa-let-7f-5p	-0.371455320466535	0.133671915700051	-2.77885836019625	0.0062044862982288	PAAD	CHRNA7
hsa-miR-148b-3p	-0.592490487589005	0.199990415048956	-2.96259441955739	0.00356267089338236	PAAD	CHRNB2
hsa-miR-15b-5p	-0.688383649922233	0.26425250084706	-2.60502227118238	0.010164909333814	PAAD	GABBR1
hsa-miR-31-5p	-0.150822824430836	0.0523508891053167	-2.88099833657875	0.00457957162666943	PAAD	GABBR1
hsa-let-7b-5p	-0.345264930401208	0.169968353984323	-2.03134832048238	0.0446086451316035	PAAD	GABBR2
hsa-let-7g-5p	-0.31043878125767	0.113989810293894	-2.72339062989299	0.00750691949265428	PAAD	GABBR2
hsa-miR-30c-5p	-0.428291307221627	0.212126514749057	-2.01903711909042	0.0453654983891709	PAAD	GABRA5
hsa-miR-10a-5p	-0.354132071894658	0.121497750212312	-2.91472122961805	0.00419851917134461	PAAD	GABRB2
hsa-miR-19b-3p	-0.391123432541366	0.187155789830213	-2.08982812071266	0.0385971775473872	PAAD	GABRB2
hsa-miR-362-3p	-0.40657666557419	0.142012745740119	-2.86295897917654	0.00489972854095295	PAAD	GABRB2
hsa-miR-429	-0.398697496793306	0.162251407431011	-2.45728220855546	0.0152580129769806	PAAD	GABRB3
hsa-miR-377-3p	-0.585455282164094	0.268662734524083	-2.17914584693402	0.0309583097899073	PAAD	GABRE
hsa-miR-7-5p	-0.181375953118342	0.083809431511318	-2.16414727850586	0.0321134819622567	PAAD	GABRP
hsa-miR-34a-5p	-0.917380425696299	0.331981375771132	-2.76334906910182	0.00653887700464224	PAAD	GRID1
hsa-let-7d-5p	-0.325142364701553	0.132273701817839	-2.45810285970013	0.0153598681939598	PAAD	GRIK2
hsa-miR-376b-3p	-0.360069254433172	0.148946262715823	-2.41744403563957	0.0170971089704072	PAAD	GRIK2
hsa-miR-181b-5p	-0.317718376259697	0.151377402144382	-2.09884944356926	0.0378753207378721	PAAD	GRIK2
hsa-miR-181b-5p	-0.265721886661012	0.114669915128885	-2.31727638729262	0.0221979511321837	PAAD	GRIK3
hsa-miR-485-3p	-0.241001731813068	0.105893683151528	-2.27588393037767	0.0246414728390493	PAAD	GRIK3
hsa-miR-96-5p	-0.816544870019692	0.176776121897371	-4.61909030052001	8.35031608950046e-06	PAAD	GRIK4
hsa-miR-16-5p	-0.832870122777014	0.211364942147112	-3.94043645231066	0.000127497342694757	PAAD	GRIN1
hsa-miR-22-3p	-0.924171337480551	0.417510064688911	-2.21353068019846	0.0284911706498498	PAAD	GRM1
hsa-miR-181a-5p	-0.364579377329684	0.149108209240975	-2.44506576254621	0.0159600083878545	PAAD	GRM5
hsa-miR-23b-3p	-0.507786701228979	0.21672837634371	-2.34296362015687	0.0208054441769021	PAAD	GRM5
hsa-miR-33a-5p	-0.178809041274912	0.0672847561981257	-2.65749705250315	0.00874313269813604	PAAD	GRM8
hsa-miR-20a-5p	-0.493423319043436	0.204871062814871	-2.40845784789681	0.0174564249058105	PAAD	HTR2A
hsa-miR-29b-3p	-0.417958451310352	0.165272428604797	-2.52890609062073	0.0124968813292949	PAAD	HTR7
hsa-miR-199a-5p	-0.871013472627689	0.32534144432038	-2.67722876329878	0.00827927391154802	PAAD	P2RX7
hsa-miR-141-3p	-0.501226235700401	0.120874892922706	-4.14665298624845	5.81873016498139e-05	PAAD	P2RY1
hsa-miR-26a-5p	-0.883676683032783	0.33775839642704	-2.61629819533937	0.00986445483262893	PAAD	P2RY1
hsa-miR-338-3p	-0.542050302426892	0.150453247630824	-3.60278233246884	0.000421310427908726	PCPG	ADORA1
hsa-miR-1224-5p	-0.365035998101875	0.112280464962464	-3.25110871444921	0.00140514338270769	PCPG	ADORA1
hsa-miR-374b-5p	-0.216857204491589	0.101929676600912	-2.12751783114799	0.0349591799720665	PCPG	ADORA2B
hsa-miR-106b-5p	-0.338216081631391	0.12178938609003	-2.77705711876544	0.00617151561264215	PCPG	ADRA1B
hsa-miR-30b-5p	-0.263921518912913	0.0949036920173943	-2.780940480846	0.00613536304153605	PCPG	ADRA2A
hsa-miR-23a-3p	-0.236615069952093	0.0942210375403556	-2.51127642115752	0.0131184211399895	PCPG	ADRA2A
hsa-miR-137	-0.3718938953819	0.112910871763171	-3.29369430573472	0.00127404979705068	PCPG	ADRB1
hsa-let-7g-5p	-0.862087206145425	0.433373339849495	-1.98924836134317	0.0485551265193026	PCPG	ADRB2
hsa-let-7f-5p	-2.33432193667143	0.607409367261415	-3.84307859326574	0.000181211281281508	PCPG	ADRB2
hsa-miR-32-5p	-0.400347073408476	0.0992033470489189	-4.03562062488736	8.53136888954351e-05	PCPG	CHRM5
hsa-let-7g-5p	-0.156720742294192	0.0633797243866561	-2.47272678779884	0.014532763019651	PCPG	CHRNA7
hsa-miR-98-5p	-0.171987516346886	0.0574609417963892	-2.99312038699814	0.00323354394796616	PCPG	CHRNA7
hsa-miR-152-3p	-0.310521347507697	0.0977796108109088	-3.17572697347097	0.00180358933043376	PCPG	CHRNB2
hsa-miR-15a-5p	-0.501010611406243	0.186064804109044	-2.69266728764364	0.00788923560715843	PCPG	GABBR1
hsa-miR-106a-5p	-0.250173185406539	0.126314273605627	-1.98056148577174	0.0499870415199653	PCPG	GABBR2
hsa-let-7d-5p	-0.320378829621575	0.119221727311739	-2.68725203740636	0.00825406328171153	PCPG	GABBR2
hsa-let-7g-5p	-0.296104093389569	0.134687109578006	-2.19845903826511	0.0298843642419097	PCPG	GABBR2
hsa-miR-128-3p	-0.258501788702844	0.11851177491166	-2.18123295255289	0.0311665657339223	PCPG	GABBR2
hsa-miR-27a-3p	-0.340371152692848	0.160597742598274	-2.11940184952827	0.0357720770424637	PCPG	GABRB3
hsa-miR-497-5p	-0.672705550208856	0.319334747069012	-2.10658425487119	0.0368071108090773	PCPG	GABRE
hsa-miR-376c-3p	-0.361287763397933	0.129170319097059	-2.79698746525864	0.00581216008197854	PCPG	GABRG2
hsa-miR-320a	-0.231579831917145	0.110104064461803	-2.1032814097202	0.0370992244981871	PCPG	GABRP
hsa-miR-320c	-0.216943575060658	0.0952260815941681	-2.27819491707348	0.0241177482330967	PCPG	GABRP
hsa-miR-32-5p	-0.49071657175851	0.165013899733359	-2.97378931442409	0.00344971666472684	PCPG	GRIA1
hsa-miR-137	-0.334556726487829	0.156844107110839	-2.13305257462687	0.0346158391652745	PCPG	GRIA1
hsa-miR-501-3p	-0.261556223230323	0.102122789530966	-2.56119348513303	0.0114600992063795	PCPG	GRIA1
hsa-miR-153-3p	-0.213569623093694	0.0806934982987038	-2.64667696402406	0.00911750053705628	PCPG	GRIK2
hsa-miR-181b-5p	-0.343895369622167	0.171277372829954	-2.00782720998173	0.0467029071199007	PCPG	GRIK2
hsa-miR-32-5p	-0.209674625463837	0.0583428278122729	-3.59383720889391	0.000465900225288733	PCPG	GRIK3
hsa-miR-758-3p	-0.295818175440467	0.137998329722736	-2.14363591236807	0.0339832837990091	PCPG	GRIK3
hsa-miR-15b-5p	-0.230803685393805	0.0852072892345854	-2.7087316996833	0.00755054070505171	PCPG	GRIN1
hsa-miR-103a-3p	-1.19270778014968	0.528000229826154	-2.25891526703006	0.0258072071051198	PCPG	GRIN2A
hsa-miR-493-5p	-0.99863719246846	0.306700454423925	-3.2560668824055	0.0014913389090758	PCPG	GRIN2A
hsa-miR-19a-3p	-1.50025365578074	0.458930043134091	-3.26902472005389	0.00143037068857784	PCPG	GRIN2A
hsa-miR-30a-5p	-0.726713379476478	0.170759358761248	-4.25577482106005	4.31971471450813e-05	PCPG	GRIN2A
hsa-miR-30b-5p	-0.763912370463122	0.315362556082335	-2.42233060244374	0.0170106992001766	PCPG	GRIN2A
hsa-miR-26b-5p	-0.689762384263212	0.33534742167648	-2.05685906518956	0.0420022345187686	PCPG	GRIN2A
hsa-miR-129-2-3p	-0.248336550928874	0.105319875357427	-2.35792674541332	0.0200963729080605	PCPG	GRIN2A
hsa-miR-129-1-3p	-0.160018059840232	0.0673895205974945	-2.37452438333834	0.0188281902269858	PCPG	GRIN2D
hsa-miR-27a-3p	-0.291165644132285	0.0825400947263157	-3.52756614949043	0.000555865170263138	PCPG	GRIN2D
hsa-miR-744-5p	-0.271252861291392	0.0734151682786415	-3.69477953468516	0.000307153888642958	PCPG	GRIN2D
hsa-miR-200a-3p	-0.280331831137384	0.119818067209685	-2.33964574513454	0.02061162462114	PCPG	GRIN2D
hsa-miR-421	-0.166742608340929	0.0779696330492523	-2.13855833123647	0.0340383301096054	PCPG	GRM8
hsa-miR-24-3p	-0.969944238492772	0.232483285363073	-4.17210311260869	4.95163476536159e-05	PCPG	HRH1
hsa-let-7d-5p	-0.880845155654753	0.280532620852964	-3.13990277842387	0.0020334553204829	PCPG	HTR1E
hsa-miR-493-3p	-0.181786780890343	0.063764559361457	-2.85090625122746	0.00495350015654149	PCPG	P2RX6
hsa-miR-365a-3p	-282.01236201144	70.6768190813464	-3.99016771944496	0.000103523473493977	PCPG	P2RY1
hsa-miR-339-5p	-0.340128071249994	0.132556811321001	-2.5659041422348	0.0113499508800028	PCPG	P2RY2
hsa-miR-15b-5p	-0.473299514512597	0.153029539986396	-3.09286373437881	0.00239649461516358	PCPG	P2RY2
hsa-miR-497-5p	-0.474983172693342	0.234278797677456	-2.02742705444168	0.0431849493989922	PRAD	ADORA2A
hsa-miR-424-5p	-0.560901292492864	0.154574204379022	-3.62868626590185	0.000316235034195724	PRAD	ADORA2A
hsa-miR-16-5p	-1.22524858140713	0.44844881432837	-2.73219271020297	0.00652938823837214	PRAD	ADORA2A
hsa-miR-15b-5p	-0.877461635389583	0.241984677161592	-3.62610412230207	0.000319324440564621	PRAD	ADORA2A
hsa-miR-93-5p	-0.316190590922991	0.113110084359923	-2.79542352666677	0.00539673960775933	PRAD	ADRA1B
hsa-miR-30a-5p	-0.215898334937609	0.0546850879051385	-3.94802940267967	9.08837554986255e-05	PRAD	ADRA1D
hsa-miR-30b-5p	-0.16706338079665	0.0467423806218742	-3.57413076899358	0.000388357391259424	PRAD	ADRA2A
hsa-miR-30c-5p	-0.203756469959132	0.0575339474815139	-3.54149991228398	0.000438245629018123	PRAD	ADRA2A
hsa-miR-96-5p	-0.20643840450589	0.0560372255083535	-3.68395120624086	0.000256356440798756	PRAD	ADRA2C
hsa-miR-30d-5p	-0.170767778683749	0.0580955661540732	-2.93942877208326	0.003459330740092	PRAD	ADRB1
hsa-miR-30e-5p	-0.254503248369287	0.0740334350885424	-3.43767985458066	0.000641894180606133	PRAD	ADRB1
