ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0099177	regulation of trans-synaptic signaling	119/1875	490/18870	8.37859104749983e-21	3.24736304531977e-17	2.44076858546967e-17	CBLN1/CPEB3/JPH4/GABBR1/CACNG2/JPH3/MAPT/GRIA2/INA/SHANK2/SHISA7/FABP5/NOG/SORCS3/CUX2/SLC1A1/PLCB1/NALCN/NTNG2/OPHN1/KCNB1/GRID1/GRIA4/TNR/LRRC4C/SLC8A3/EPHB1/DLGAP1/RIMS2/ZDHHC12/LRRTM2/PLAT/GRIK2/STX1B/SLC8A2/ASIC1/PRKCE/MAPK8IP2/GPR158/CHRNB2/UNC13A/GRIN3A/DLGAP3/CPLX1/CACNA1A/NRXN1/CPLX2/GRID2IP/SYN3/FRRS1L/MYOF/HTR2A/SYP/CDC20/GRID2/LAMA2/GRIN1/DGKI/GRIK1/CBLN2/CHRM1/STXBP1/ARHGAP44/GRM4/SHANK1/ROR2/SYN1/LRRTM1/NRG3/TYROBP/GRIA1/CELF4/SLC38A1/KMO/NETO1/CCR2/ERC2/TACR1/ADGRB1/CACNG4/CA2/RIMS1/RASGRF1/CACNA1B/SNAP25/GRIN2B/PRKCB/SYT4/MME/RAB3A/CAMKV/DLGAP2/ARC/DCC/NGFR/NR2E1/CNTN4/PPFIA2/NTNG1/CHRNA7/CALB1/GRM1/CCL2/UNC13C/NEURL1/CACNG8/CACNG3/SNCG/GRM5/SLC4A10/SV2B/PRKCG/SHISA6/CAMK2A/SHISA9/SCGN/SYT1/NEUROD2/NEFL	119
GO:0050804	modulation of chemical synaptic transmission	118/1875	489/18870	2.13784706527305e-20	3.24736304531977e-17	2.44076858546967e-17	CBLN1/CPEB3/JPH4/GABBR1/CACNG2/JPH3/MAPT/GRIA2/INA/SHANK2/SHISA7/NOG/SORCS3/CUX2/SLC1A1/PLCB1/NALCN/NTNG2/OPHN1/KCNB1/GRID1/GRIA4/TNR/LRRC4C/SLC8A3/EPHB1/DLGAP1/RIMS2/ZDHHC12/LRRTM2/PLAT/GRIK2/STX1B/SLC8A2/ASIC1/PRKCE/MAPK8IP2/GPR158/CHRNB2/UNC13A/GRIN3A/DLGAP3/CPLX1/CACNA1A/NRXN1/CPLX2/GRID2IP/SYN3/FRRS1L/MYOF/HTR2A/SYP/CDC20/GRID2/LAMA2/GRIN1/DGKI/GRIK1/CBLN2/CHRM1/STXBP1/ARHGAP44/GRM4/SHANK1/ROR2/SYN1/LRRTM1/NRG3/TYROBP/GRIA1/CELF4/SLC38A1/KMO/NETO1/CCR2/ERC2/TACR1/ADGRB1/CACNG4/CA2/RIMS1/RASGRF1/CACNA1B/SNAP25/GRIN2B/PRKCB/SYT4/MME/RAB3A/CAMKV/DLGAP2/ARC/DCC/NGFR/NR2E1/CNTN4/PPFIA2/NTNG1/CHRNA7/CALB1/GRM1/CCL2/UNC13C/NEURL1/CACNG8/CACNG3/SNCG/GRM5/SLC4A10/SV2B/PRKCG/SHISA6/CAMK2A/SHISA9/SCGN/SYT1/NEUROD2/NEFL	118
GO:0050808	synapse organization	117/1875	483/18870	2.24434047124314e-20	3.24736304531977e-17	2.44076858546967e-17	CBLN1/DNM3/CACNG2/MAPT/INA/WNT7B/SHANK2/GABRB3/SHISA7/CUX2/SLC1A1/RAP2A/SLITRK5/LAMB2/NTNG2/CDK5R1/OPHN1/GRID1/TNR/WASF1/SPTBN2/LRRC4C/PTPRT/LRRTM3/SLC8A3/EPHB1/ZNF804A/NECTIN1/SLIT1/DSCAM/SLITRK1/ZDHHC12/LRRTM2/ADGRB3/FLNA/IL1RAPL1/SRPX2/CTTNBP2/SLC8A2/ACTN1/CHRNA1/GPR158/CHRNB2/UNC13A/SEZ6L/COL4A1/DLGAP3/LHFPL4/L1CAM/NRXN1/FGF13/LRP4/GABRG2/TNC/BSN/PAK3/AMIGO2/FRRS1L/CDC20/GRID2/GDNF/DRP2/CBLN2/ABI3/ARHGAP44/CDH10/SHANK1/ROR2/C3/SYN1/HIP1R/LRRTM1/NEGR1/NRG3/FCGR2B/ITGB3/GRIA1/TLR2/TREM2/ERC2/ADGRB1/C1QB/SNCB/PCDHGC4/LRFN5/LRTM2/C1QL1/SNAP25/GRIN2B/IL1RAP/C1QA/CDH9/SEZ6L2/RAB3A/ST8SIA2/CAMKV/ARC/PPFIA2/NTNG1/CHRNA7/GABRA1/UNC13C/NEURL1/GABRB2/SNCG/GRM5/ASIC2/LMX1A/SLITRK4/ICAM5/FRMPD4/SHISA6/SEMA3E/NEUROD2/NEFL/C1QL3/NPTX1	117
GO:0030198	extracellular matrix organization	90/1875	321/18870	2.28165329022995e-20	3.24736304531977e-17	2.44076858546967e-17	PDPN/TNFRSF11B/SERPINH1/BMP2/TGFB2/ANXA2/FERMT1/SMOC1/EMILIN1/ADAMTSL4/MMP14/LAMB2/LOX/EFEMP2/TNR/LOXL1/LOXL4/SMPD3/FMOD/PTX3/SLC2A10/C6orf15/COL4A2/LAMC1/COL5A2/COL8A1/NPNT/TNFRSF1A/ECM2/COL4A1/FKBP10/AEBP1/SULF2/ADAMTS20/COL5A1/FBLN5/COL1A2/POSTN/SFRP2/MMP11/CAV2/COL8A2/HPSE2/COL1A1/LAMA2/NTN4/RUNX1/DPP4/FAP/VWA1/ADAMTS7/THSD4/TLL1/MATN2/LUM/WT1/MFAP4/ITGB3/COL3A1/SPINT1/LOXL2/ADAMTS3/CTSS/PDGFRA/LAMB1/ADAMTS18/COL14A1/IBSP/ADAMTS19/COL15A1/MMP9/COL12A1/CAV1/NR2E1/OLFML2B/COL27A1/IL6/MIA/RXFP1/COL22A1/CARMIL2/TGFBI/ADAMTS14/COL9A3/CCN1/COL4A6/SULF1/MMP7/KLK7/NDNF	90
GO:0043062	extracellular structure organization	90/1875	322/18870	2.86662831583192e-20	3.26394300040623e-17	2.45323033765406e-17	PDPN/TNFRSF11B/SERPINH1/BMP2/TGFB2/ANXA2/FERMT1/SMOC1/EMILIN1/ADAMTSL4/MMP14/LAMB2/LOX/EFEMP2/TNR/LOXL1/LOXL4/SMPD3/FMOD/PTX3/SLC2A10/C6orf15/COL4A2/LAMC1/COL5A2/COL8A1/NPNT/TNFRSF1A/ECM2/COL4A1/FKBP10/AEBP1/SULF2/ADAMTS20/COL5A1/FBLN5/COL1A2/POSTN/SFRP2/MMP11/CAV2/COL8A2/HPSE2/COL1A1/LAMA2/NTN4/RUNX1/DPP4/FAP/VWA1/ADAMTS7/THSD4/TLL1/MATN2/LUM/WT1/MFAP4/ITGB3/COL3A1/SPINT1/LOXL2/ADAMTS3/CTSS/PDGFRA/LAMB1/ADAMTS18/COL14A1/IBSP/ADAMTS19/COL15A1/MMP9/COL12A1/CAV1/NR2E1/OLFML2B/COL27A1/IL6/MIA/RXFP1/COL22A1/CARMIL2/TGFBI/ADAMTS14/COL9A3/CCN1/COL4A6/SULF1/MMP7/KLK7/NDNF	90
GO:0045229	external encapsulating structure organization	90/1875	323/18870	3.59724895029765e-20	3.41318971234076e-17	2.56540648823859e-17	PDPN/TNFRSF11B/SERPINH1/BMP2/TGFB2/ANXA2/FERMT1/SMOC1/EMILIN1/ADAMTSL4/MMP14/LAMB2/LOX/EFEMP2/TNR/LOXL1/LOXL4/SMPD3/FMOD/PTX3/SLC2A10/C6orf15/COL4A2/LAMC1/COL5A2/COL8A1/NPNT/TNFRSF1A/ECM2/COL4A1/FKBP10/AEBP1/SULF2/ADAMTS20/COL5A1/FBLN5/COL1A2/POSTN/SFRP2/MMP11/CAV2/COL8A2/HPSE2/COL1A1/LAMA2/NTN4/RUNX1/DPP4/FAP/VWA1/ADAMTS7/THSD4/TLL1/MATN2/LUM/WT1/MFAP4/ITGB3/COL3A1/SPINT1/LOXL2/ADAMTS3/CTSS/PDGFRA/LAMB1/ADAMTS18/COL14A1/IBSP/ADAMTS19/COL15A1/MMP9/COL12A1/CAV1/NR2E1/OLFML2B/COL27A1/IL6/MIA/RXFP1/COL22A1/CARMIL2/TGFBI/ADAMTS14/COL9A3/CCN1/COL4A6/SULF1/MMP7/KLK7/NDNF	90
GO:0007159	leukocyte cell-cell adhesion	98/1875	419/18870	3.57014563990167e-16	2.90354844685146e-13	2.18235218439102e-13	ANXA1/MSN/IGFBP2/FOXJ1/SOCS1/ACTL6B/TNFRSF14/PTPN22/F11R/GATA3/FUT9/LGALS1/HFE/PLA2G2A/TNFSF14/PDCD1LG2/LGALS3/IL2RG/DUSP10/ITGA5/CD3E/LCK/CD74/HLA-DPB1/HLA-DMA/CCL5/ASCL2/RAC2/HLA-DRA/IL15/ZAP70/HLA-DRB1/IRF1/SLAMF1/IL7/HLA-DPA1/PLA2G5/CD5/HLA-DOA/CEACAM1/HLA-DQA1/ICOS/HLA-DMB/PIK3R6/CD40LG/IDO1/LGALS9C/RUNX1/DPP4/GPNMB/CD6/CD80/SKAP1/SIRPG/IL4I1/DAPL1/FERMT3/HLA-DQB1/SPN/HLA-DQB2/IL18/ITGAL/ITGB7/RHOH/SASH3/FCGR2B/CD44/ITGB2/ICAM1/HLA-DRB5/ALOX5/RUNX3/CCR2/HAVCR2/KLRK1/HLA-DQA2/FGL2/LILRB1/CD24/OLR1/SELL/SOX4/PTPRC/JAK3/LILRB4/CLECL1P/HLA-DOB/SDC4/VNN1/VCAM1/CAV1/IL6/S100A9/CCL2/MADCAM1/S100A8/TNFSF13B/TESPA1	98
GO:0045785	positive regulation of cell adhesion	106/1875	482/18870	1.98570111153741e-15	1.41307455349781e-12	1.06208881821047e-12	PDPN/ANXA1/DUSP26/IGFBP2/TGFB2/FERMT1/EMILIN1/LAMB2/VAV3/SOCS1/ACTL6B/EFEMP2/TNFRSF14/PTPN22/F11R/LAMC1/GATA3/COL8A1/NPNT/LGALS1/FLNA/EMILIN2/TNFSF14/ECM2/SAA1/PDCD1LG2/PRKCE/IL2RG/DUSP10/ITGA5/PLAUR/EPHA1/CD3E/LCK/CD74/HLA-DPB1/HLA-DMA/CCL5/RHOD/HLA-DRA/SFRP2/IL15/ZAP70/HLA-DRB1/SLAMF1/IL7/LIF/HLA-DPA1/CD5/HLA-DOA/HLA-DQA1/LAMA2/ICOS/HLA-DMB/PIK3R6/CD40LG/ANGPT1/RUNX1/DPP4/CD6/CD80/SKAP1/SIRPG/IL4I1/HLA-DQB1/SPN/HLA-DQB2/IL18/ITGA2/RHOH/SASH3/CD44/ITGB2/ITGB3/HLA-DRB5/VWC2/ALOX5/RUNX3/CCR2/HAVCR2/KLRK1/HLA-DQA2/LAMB1/S100A10/LILRB1/IBSP/CD24/SOX4/PTPRC/LILRB4/CLECL1P/HLA-DOB/SDC4/COL26A1/VNN1/VCAM1/CAV1/IL6/RET/MMRN1/CCL2/TNFSF13B/CCN1/OLFM4/NDNF/TESPA1	106
GO:0042391	regulation of membrane potential	99/1875	440/18870	3.68662107061683e-15	2.33199263944685e-12	1.75276194760905e-12	CLIC1/CBLN1/GABBR1/CACNG2/MAPT/GRIA2/SLC1A6/GABRB3/CUX2/CHRNA4/NALCN/PID1/AKAP6/KCNIP2/GLRA3/KCNB1/GRID1/GABRA3/GRIA4/SOD2/SLC8A3/RIMS2/KCNK3/FGF12/GRIK2/STX1B/FLNA/SLC25A27/KCNJ9/SLC8A2/ASIC1/MAPK8IP2/CHRNA1/CHRNB2/GRIN3A/KCNJ11/GJC1/SCN3B/CHRNA9/ATP1A3/DSG2/NRXN1/FGF13/GABRG2/INSYN2B/NPPA/KCNQ5/KCNH1/GRID2/GRIN1/GRIK1/GABRD/CHRM1/SCN1A/TSPO/CTNNA3/SHANK1/UCP2/KCNK5/IFI6/GJD2/KCNH8/KCNN4/GABRG1/GRIA1/CELF4/TREM2/HSH2D/NETO1/CACNA1I/TACR1/KCNC1/GLRA1/KCNE4/KCNK12/RIMS1/GRIN2B/RGS7BP/CACNA2D1/SCN8A/KCNJ3/SCN2B/CAV1/KCNK4/KCNC2/GABRB1/CHRNA7/KCNA4/KCNE5/GRM1/GABRA1/GABRB2/KCNH7/GRM5/ASIC2/GABRA4/HCN1/GABRA5/RYR2	99
GO:0050867	positive regulation of cell activation	92/1875	396/18870	4.54033703084838e-15	2.58481387166198e-12	1.94278631898933e-12	ANXA1/IGFBP2/CLCF1/MMP14/VAV3/SOCS1/ACTL6B/TNFRSF14/PTPN22/TAFA3/GATA3/LGALS1/FLNA/TNFSF14/PDCD1LG2/KLRC2/CD2/IL2RG/CHRNB2/TOX/DUSP10/CD3E/LCK/CD74/TICAM2/HLA-DPB1/HLA-DMA/CCL5/HLA-DRA/IL15/ZAP70/HLA-DRB1/SLAMF1/IL7/HLA-DPA1/CD5/MYD88/HLA-DOA/HLA-DQA1/FCGR3A/ICOS/HLA-DMB/PIK3R6/CD40LG/STXBP1/RUNX1/DPP4/CD6/CD80/SIRPG/IL4I1/VAMP8/BST1/RPS6KA1/HLA-DQB1/CTSC/SPN/HLA-DQB2/IL18/HAMP/RHOH/LILRA2/SASH3/ITGB2/HLA-DRB5/TYROBP/SPI1/CD226/TREM2/RUNX3/CCR2/TACR1/CLEC7A/CEBPA/HAVCR2/KLRK1/HLA-DQA2/LILRB1/CD24/SOX4/PTPRC/LILRB4/CLECL1P/HLA-DOB/VNN1/VCAM1/CAV1/F2RL1/IL6/CCL2/TNFSF13B/TESPA1	92
GO:0002696	positive regulation of leukocyte activation	89/1875	380/18870	7.67465564880345e-15	3.97198314623982e-12	2.98540432654412e-12	ANXA1/IGFBP2/CLCF1/MMP14/VAV3/SOCS1/ACTL6B/TNFRSF14/PTPN22/TAFA3/GATA3/LGALS1/TNFSF14/PDCD1LG2/KLRC2/CD2/IL2RG/CHRNB2/TOX/DUSP10/CD3E/LCK/CD74/TICAM2/HLA-DPB1/HLA-DMA/CCL5/HLA-DRA/IL15/ZAP70/HLA-DRB1/SLAMF1/IL7/HLA-DPA1/CD5/MYD88/HLA-DOA/HLA-DQA1/FCGR3A/ICOS/HLA-DMB/PIK3R6/CD40LG/STXBP1/RUNX1/DPP4/CD6/CD80/SIRPG/IL4I1/VAMP8/BST1/HLA-DQB1/CTSC/SPN/HLA-DQB2/IL18/HAMP/RHOH/SASH3/ITGB2/HLA-DRB5/TYROBP/SPI1/CD226/TREM2/RUNX3/CCR2/TACR1/CLEC7A/CEBPA/HAVCR2/KLRK1/HLA-DQA2/LILRB1/CD24/SOX4/PTPRC/LILRB4/CLECL1P/HLA-DOB/VNN1/VCAM1/CAV1/F2RL1/IL6/CCL2/TNFSF13B/TESPA1	89
GO:0050863	regulation of T cell activation	89/1875	381/18870	9.06296974298041e-15	4.29962389556563e-12	3.23166421098381e-12	ANXA1/IGFBP2/FOXJ1/SOCS1/ACTL6B/SIT1/TNFRSF14/PTPN22/TCF7/GATA3/LGALS1/HFE/PLA2G2A/TNFSF14/PDCD1LG2/LGALS3/CD2/IL2RG/TOX/DUSP10/CD3E/ZNF683/LCK/CD74/HLA-DPB1/HLA-DMA/CCL5/ASCL2/RAC2/CGAS/HLA-DRA/IL15/ZAP70/HLA-DRB1/IRF1/SLAMF1/IL7/HLA-DPA1/PLA2G5/CD5/HLA-DOA/CEACAM1/HLA-DQA1/ICOS/HLA-DMB/PIK3R6/CD40LG/BATF/IDO1/LGALS9C/RUNX1/DPP4/GPNMB/CD6/CD80/RIPK3/SIRPG/IL4I1/DAPL1/HLA-DQB1/SPN/HLA-DQB2/IL18/RHOH/SASH3/FCGR2B/HLA-DRB5/RUNX3/CCR2/HAVCR2/KLRK1/HLA-DQA2/FGL2/LILRB1/CD24/SOX4/PTPRC/JAK3/LILRB4/CLECL1P/HLA-DOB/SDC4/VNN1/VCAM1/CAV1/IL6/CCL2/TNFSF13B/TESPA1	89
GO:0051251	positive regulation of lymphocyte activation	78/1875	330/18870	2.16646152798877e-13	9.48743498372312e-11	7.13090373382538e-11	ANXA1/IGFBP2/CLCF1/MMP14/VAV3/SOCS1/ACTL6B/TNFRSF14/PTPN22/GATA3/LGALS1/TNFSF14/PDCD1LG2/KLRC2/IL2RG/CHRNB2/TOX/DUSP10/CD3E/LCK/CD74/TICAM2/HLA-DPB1/HLA-DMA/CCL5/HLA-DRA/IL15/ZAP70/HLA-DRB1/SLAMF1/IL7/HLA-DPA1/CD5/MYD88/HLA-DOA/HLA-DQA1/FCGR3A/ICOS/HLA-DMB/PIK3R6/CD40LG/RUNX1/DPP4/CD6/CD80/SIRPG/IL4I1/BST1/HLA-DQB1/SPN/HLA-DQB2/IL18/RHOH/SASH3/HLA-DRB5/TYROBP/SPI1/RUNX3/CCR2/TACR1/CLEC7A/HAVCR2/KLRK1/HLA-DQA2/LILRB1/CD24/SOX4/PTPRC/LILRB4/CLECL1P/HLA-DOB/VNN1/VCAM1/CAV1/IL6/CCL2/TNFSF13B/TESPA1	78
GO:0002495	antigen processing and presentation of peptide antigen via MHC class II	21/1875	35/18870	4.61902252814985e-13	1.87829251805408e-10	1.4117538779646e-10	IFI30/UNC93B1/CD74/MARCHF8/HLA-DPB1/HLA-DMA/HLA-DRA/HLA-DRB1/HLA-DPA1/HLA-DOA/HLA-DQA1/HLA-DMB/FCER1G/HLA-DQB1/HLA-DQB2/FCGR2B/HLA-DRB5/TREM2/CTSS/HLA-DQA2/HLA-DOB	21
GO:1903037	regulation of leukocyte cell-cell adhesion	85/1875	382/18870	6.46105608830154e-13	2.45218615404671e-10	1.84310126308391e-10	ANXA1/IGFBP2/FOXJ1/SOCS1/ACTL6B/TNFRSF14/PTPN22/GATA3/FUT9/LGALS1/HFE/PLA2G2A/TNFSF14/PDCD1LG2/LGALS3/IL2RG/DUSP10/CD3E/LCK/CD74/HLA-DPB1/HLA-DMA/CCL5/ASCL2/HLA-DRA/IL15/ZAP70/HLA-DRB1/IRF1/SLAMF1/IL7/HLA-DPA1/PLA2G5/CD5/HLA-DOA/CEACAM1/HLA-DQA1/ICOS/HLA-DMB/PIK3R6/CD40LG/IDO1/LGALS9C/RUNX1/DPP4/GPNMB/CD6/CD80/SKAP1/SIRPG/IL4I1/DAPL1/HLA-DQB1/SPN/HLA-DQB2/IL18/RHOH/SASH3/FCGR2B/CD44/ITGB2/HLA-DRB5/ALOX5/RUNX3/CCR2/HAVCR2/KLRK1/HLA-DQA2/FGL2/LILRB1/CD24/SOX4/PTPRC/JAK3/LILRB4/CLECL1P/HLA-DOB/SDC4/VNN1/VCAM1/CAV1/IL6/CCL2/TNFSF13B/TESPA1	85
GO:1903039	positive regulation of leukocyte cell-cell adhesion	68/1875	275/18870	8.06747406368754e-13	2.87050811528582e-10	2.15751855716381e-10	ANXA1/IGFBP2/SOCS1/ACTL6B/TNFRSF14/PTPN22/GATA3/LGALS1/TNFSF14/PDCD1LG2/IL2RG/DUSP10/CD3E/LCK/CD74/HLA-DPB1/HLA-DMA/CCL5/HLA-DRA/IL15/ZAP70/HLA-DRB1/SLAMF1/IL7/HLA-DPA1/CD5/HLA-DOA/HLA-DQA1/ICOS/HLA-DMB/PIK3R6/CD40LG/RUNX1/DPP4/CD6/CD80/SKAP1/SIRPG/IL4I1/HLA-DQB1/SPN/HLA-DQB2/IL18/RHOH/SASH3/CD44/ITGB2/HLA-DRB5/ALOX5/RUNX3/CCR2/HAVCR2/KLRK1/HLA-DQA2/LILRB1/CD24/SOX4/PTPRC/LILRB4/CLECL1P/HLA-DOB/VNN1/VCAM1/CAV1/IL6/CCL2/TNFSF13B/TESPA1	68
GO:0050870	positive regulation of T cell activation	64/1875	251/18870	8.69013833907945e-13	2.91017397437525e-10	2.18733203395405e-10	ANXA1/IGFBP2/SOCS1/ACTL6B/TNFRSF14/PTPN22/GATA3/LGALS1/TNFSF14/PDCD1LG2/IL2RG/DUSP10/CD3E/LCK/CD74/HLA-DPB1/HLA-DMA/CCL5/HLA-DRA/IL15/ZAP70/HLA-DRB1/SLAMF1/IL7/HLA-DPA1/CD5/HLA-DOA/HLA-DQA1/ICOS/HLA-DMB/PIK3R6/CD40LG/RUNX1/DPP4/CD6/CD80/SIRPG/IL4I1/HLA-DQB1/SPN/HLA-DQB2/IL18/RHOH/SASH3/HLA-DRB5/RUNX3/CCR2/HAVCR2/KLRK1/HLA-DQA2/LILRB1/CD24/SOX4/PTPRC/LILRB4/CLECL1P/HLA-DOB/VNN1/VCAM1/CAV1/IL6/CCL2/TNFSF13B/TESPA1	64
GO:0002504	antigen processing and presentation of peptide or polysaccharide antigen via MHC class II	21/1875	37/18870	2.10589164687557e-12	6.66046730314589e-10	5.0061108447656e-10	IFI30/UNC93B1/CD74/MARCHF8/HLA-DPB1/HLA-DMA/HLA-DRA/HLA-DRB1/HLA-DPA1/HLA-DOA/HLA-DQA1/HLA-DMB/FCER1G/HLA-DQB1/HLA-DQB2/FCGR2B/HLA-DRB5/TREM2/CTSS/HLA-DQA2/HLA-DOB	21
GO:0002443	leukocyte mediated immunity	96/1875	466/18870	2.62714473306966e-12	7.87175524492926e-10	5.91653370633141e-10	CLCF1/FOXJ1/SERPING1/C1RL/KLRC3/SWAP70/C1R/GATA3/HFE/KLRC4/KLRC2/CD2/BST2/SH2D1A/UNC93B1/TCIRG1/CD96/C1S/CD74/TICAM2/CPLX2/CFI/CHGA/RAC2/HLA-DRA/ULBP3/HLA-DRB1/SLAMF1/IL13RA2/IRF7/GAPT/HLA-B/PRAM1/TREM1/KLRB1/MYD88/MR1/CEACAM1/FCGR3A/SLAMF6/ADGRE2/PIK3R6/CD40LG/BATF/C2/STXBP1/FCER1G/IL2RB/MYO1G/CD80/SPON2/PRF1/S100A13/RIPK3/ULBP1/IL4I1/NKG7/CARD9/NCR3LG1/VAMP8/C3/MICB/CTSC/SPN/IL18/SASH3/SCIMP/FCGR2B/ITGB2/ICAM1/SCNN1B/TYROBP/SPI1/CD226/MILR1/TREM2/CCR2/C1QB/CLEC7A/HAVCR2/LAT2/KLRK1/LILRB1/C1QA/PTPRC/JAK3/SLAMF7/LILRB4/RSAD2/TLR8/C4A/CD8A/EXO1/F2RL1/IL6/C6	96
GO:0060078	regulation of postsynaptic membrane potential	45/1875	148/18870	3.40886775078393e-12	9.61899355528749e-10	7.22978520292578e-10	CBLN1/GABBR1/GRIA2/CUX2/CHRNA4/GLRA3/GRID1/GABRA3/GRIA4/SLC8A3/RIMS2/GRIK2/STX1B/SLC8A2/MAPK8IP2/CHRNA1/CHRNB2/GRIN3A/CHRNA9/NRXN1/GABRG2/INSYN2B/GRID2/GRIN1/GRIK1/GABRD/CHRM1/SHANK1/GABRG1/GRIA1/CELF4/NETO1/GLRA1/RIMS1/GRIN2B/RGS7BP/GABRB1/CHRNA7/GRM1/GABRA1/GABRB2/GRM5/GABRA4/HCN1/GABRA5	45
GO:0019886	antigen processing and presentation of exogenous peptide antigen via MHC class II	19/1875	31/18870	3.54819716601155e-12	9.61899355528749e-10	7.22978520292578e-10	IFI30/UNC93B1/CD74/HLA-DPB1/HLA-DMA/HLA-DRA/HLA-DRB1/HLA-DPA1/HLA-DOA/HLA-DQA1/HLA-DMB/FCER1G/HLA-DQB1/HLA-DQB2/FCGR2B/HLA-DRB5/CTSS/HLA-DQA2/HLA-DOB	19
GO:0022409	positive regulation of cell-cell adhesion	74/1875	322/18870	3.91273105139589e-12	1.0125080852544e-09	7.61016828895899e-10	PDPN/ANXA1/IGFBP2/EMILIN1/SOCS1/ACTL6B/TNFRSF14/PTPN22/F11R/GATA3/LGALS1/EMILIN2/TNFSF14/PDCD1LG2/IL2RG/DUSP10/PLAUR/CD3E/LCK/CD74/HLA-DPB1/HLA-DMA/CCL5/HLA-DRA/IL15/ZAP70/HLA-DRB1/SLAMF1/IL7/HLA-DPA1/CD5/HLA-DOA/HLA-DQA1/ICOS/HLA-DMB/PIK3R6/CD40LG/RUNX1/DPP4/CD6/CD80/SKAP1/SIRPG/IL4I1/HLA-DQB1/SPN/HLA-DQB2/IL18/RHOH/SASH3/CD44/ITGB2/HLA-DRB5/ALOX5/RUNX3/CCR2/HAVCR2/KLRK1/HLA-DQA2/LILRB1/CD24/SOX4/PTPRC/LILRB4/CLECL1P/HLA-DOB/VNN1/VCAM1/CAV1/IL6/MMRN1/CCL2/TNFSF13B/TESPA1	74
GO:0048706	embryonic skeletal system development	41/1875	128/18870	4.7841000945957e-12	1.18416877558841e-09	8.90039674349269e-10	DSCAML1/HOXA1/NOG/SHOX2/HOXA5/MMP14/HOXB3/HOXA3/HOXA4/RDH10/SLC2A10/HOXA7/HOXA6/HOXC9/OSR2/HOXA2/HOXB4/HOXC11/HOXC6/HOXA9/IRX5/HOXB2/SULF2/HOXD10/HOXB7/TWIST1/HOXC4/COL1A1/HOXB8/NKX3-2/HOXD9/EYA1/HOXC5/HOXB5/PDGFRA/FGF9/HOXA11/HAND2/SULF1/HOXD3/HOXD4	41
GO:0022407	regulation of cell-cell adhesion	99/1875	493/18870	5.7887534175653e-12	1.3731405502583e-09	1.03207380010539e-09	PDPN/ANXA1/IGFBP2/BMP2/EMILIN1/FOXJ1/SOCS1/SWAP70/ACTL6B/TNR/TNFRSF14/PTPN22/F11R/GATA3/FUT9/LGALS1/HFE/PLA2G2A/EMILIN2/TNFSF14/PDCD1LG2/LGALS3/IL2RG/DUSP10/PLAUR/CD3E/LCK/CD74/HLA-DPB1/HLA-DMA/CCL5/ASCL2/HLA-DRA/IL15/ZAP70/HLA-DRB1/IRF1/SLAMF1/IL7/HLA-DPA1/PLA2G5/CD5/HLA-DOA/CEACAM1/HLA-DQA1/ICOS/HLA-DMB/PIK3R6/CD40LG/IDO1/LGALS9C/RUNX1/DPP4/GPNMB/CD6/CD80/SKAP1/SIRPG/IL4I1/DAPL1/FERMT3/HLA-DQB1/SPN/NEXMIF/HLA-DQB2/IL18/RHOH/SASH3/FCGR2B/CD44/ITGB2/HLA-DRB5/SPI1/ALOX5/RUNX3/CCR2/CDSN/HAVCR2/KLRK1/HLA-DQA2/FGL2/ADAMTS18/LILRB1/CD24/SOX4/PTPRC/JAK3/LILRB4/CLECL1P/HLA-DOB/SDC4/VNN1/VCAM1/CAV1/IL6/MMRN1/CCL2/TNFSF13B/TESPA1	99
GO:0007611	learning or memory	66/1875	274/18870	6.23724653153006e-12	1.42034578016003e-09	1.06755398529136e-09	CPEB3/JPH4/PAK5/JPH3/MAPT/SHANK2/SHISA7/NOG/SORCS3/CUX2/SLC1A1/PLCB1/DNAH11/AFF2/ABCC8/TNR/SLC8A3/ADGRB3/EN1/SLC8A2/ASIC1/ATP8A1/MAPK8IP2/CHRNB2/ITGA5/ELAVL4/NRXN1/FGF13/TAFA2/HTR2A/GRIN1/GLP1R/SHANK1/SERPINF1/BRINP1/FOSL1/CNTNAP2/GRIA1/STRA6/TLR2/TREM2/LRRC66/NETO1/PDE8B/TACR1/RASGRF1/C1QL1/CSMD1/SNAP25/GRIN2B/SCN2A/SYT4/MME/ARC/KCNK4/CHRNA7/CALB1/SLC12A5/GRM5/LMX1A/OPRK1/PRKCG/GABRA5/NEUROD2/VIP/TBR1	66
