name	SFE_1.x	SFE_2.x	type_1.x	type_2.x	int_type.x	support_1.x	support_2.x	freq_1.x	freq_2.x	overlap.x	max_overlap.x	freq_overlap.x	r_overlap.x	r_freq_overlap.x	diff_overlap.x	abs_diff_overlap.x	direction.x	wMI_stat.x	wMI_p.value.x	ME_p.value.x	E.r.wMI_stat.x	MI_diff.x	APC.x	FDR.x	APC_good.x	PartnerA	PartnerB	SFE_1_location	SFE_2_location	SFE_1_location_1	SFE_2_location_1	SFE_1_location_2	SFE_2_location_2	SFE_1_location_2_subloca	SFE_2_location_2_subloca	gene1	gene2	p.value	q.value	expect_freq.x	SFE_1.y	SFE_2.y	type_1.y	type_2.y	int_type.y	support_1.y	support_2.y	freq_1.y	freq_2.y	overlap.y	max_overlap.y	freq_overlap.y	r_overlap.y	r_freq_overlap.y	diff_overlap.y	abs_diff_overlap.y	direction.y	wMI_stat.y	wMI_p.value.y	ME_p.value.y	E.r.wMI_stat.y	MI_diff.y	APC.y	FDR.y	APC_good.y	expect_freq.y
NTRK1_AMP - CHRM3_AMP	NTRK1_AMP	CHRM3_AMP	AMP	AMP	AMP - AMP	253	197	0.0345486822340571	0.0269015430834358	97	169	0.57396449704142	33.925	0.200739644970414	63.075	63.075	CO	0.0662839492207334	0	0	0.00267082099082139	0.0636131282299121	0.0639625047801872	TRUE	TRUE	NTRK1	CHRM3	1q23.1	1q43	1q23	1q43	1q	1q	23	43	NTRK1_AMP	CHRM3_AMP	0	0	0.00092941286359542	NTRK1_AMP	CHRM3_AMP	AMP	AMP	AMP - AMP	249	192	0.0655780879641823	0.050566236502502	97	164	0.591463414634146	38.272	0.233365853658537	58.728	58.728	CO	0.0684505192281181	0	0	0.00161694240874588	0.0668335768193722	-0.000534691738477514	TRUE	FALSE	0.00331603710537872
OPRK1_AMP - BRIP1_AMP	OPRK1_AMP	BRIP1_AMP	AMP	AMP	AMP - AMP	194	152	0.0264918749146525	0.0207565205516865	0	98	0	15.604	0.159224489795918	-15.604	15.604	ME	0.0123500777272312	0	0	0.000409504654420856	0.0119405730728104	0.00962350057696428	TRUE	TRUE	OPRK1	BRIP1	8q11.23	17q23.2	8q11	17q23	8q	17q	11	23	BRIP1_AMP	OPRK1_AMP	0.000672999390294669	0.00328087202768651	0.000549879146118693	OPRK1_AMP	BRIP1_AMP	AMP	AMP	AMP - AMP	180	140	0.0474058467210956	0.0368712141164077	0	92	0	16.248	0.176608695652174	-16.248	16.248	ME	0.0228086813695044	0	0	0.000876586371476029	0.0219320949980284	0.0181234899504201	TRUE	TRUE	0.00174791112482312
OPRK1_AMP - FLT3_AMP	OPRK1_AMP	FLT3_AMP	AMP	AMP	AMP - AMP	194	55	0.0264918749146525	0.00751058309436024	0	36	0	4.941	0.13725	-4.941	4.941	ME	0.00589887380918286	0.002	0.002	0.000500744165035427	0.00539812964414743	0.00391463916918863	TRUE	TRUE	OPRK1	FLT3	8q11.23	13q12.2	8q11	13q12	8q	13q	11	12	FLT3_AMP	OPRK1_AMP	0.0693752995563699	0.128044846559768	0.000198969427871895	OPRK1_AMP	FLT3_AMP	AMP	AMP	AMP - AMP	180	48	0.0474058467210956	0.0126415591256255	0	32	0	4.804	0.150125	-4.804	4.804	ME	0.00986401808308979	0.006	0.006	0.00129096240811544	0.00857305567497435	0.00513330762769823	TRUE	TRUE	0.00059928381422507
OPRK1_AMP - MDM2_AMP	OPRK1_AMP	MDM2_AMP	AMP	AMP	AMP - AMP	194	236	0.0264918749146525	0.0322272292776185	6	112	0.0535714285714286	17.443	0.155741071428571	-11.443	11.443	ME	0.00777665168812436	0	0	0.0014676194105826	0.00630903227754176	0.00389292889949283	TRUE	TRUE	OPRK1	MDM2	8q11.23	12q15	8q11	12q15	8q	12q	11	15	MDM2_AMP	OPRK1_AMP	0.0697680253691045	0.128044846559768	0.000853759726868496	OPRK1_AMP	MDM2_AMP	AMP	AMP	AMP - AMP	180	186	0.0474058467210956	0.0489860416117988	6	95	0.0631578947368421	15.574	0.163936842105263	-9.574	9.574	ME	0.012232679600461	0.002	0.002	0.00397631763335771	0.00825636196710333	0.00466497568380555	TRUE	TRUE	0.00232222478012214
OPRK1_AMP - NBN_AMP	OPRK1_AMP	NBN_AMP	AMP	AMP	AMP - AMP	194	266	0.0264918749146525	0.0363239109654513	125	178	0.702247191011236	36.486	0.204977528089888	88.514	88.514	CO	0.118566739947384	0	0	0.00244024932517289	0.116126490622211	0.107218919803916	TRUE	TRUE	OPRK1	NBN	8q11.23	8q21.3	8q11	8q21	8q	8q	11	21	NBN_AMP	OPRK1_AMP	0	0	0.00096228850570771	OPRK1_AMP	NBN_AMP	AMP	AMP	AMP - AMP	180	249	0.0474058467210956	0.0655780879641823	124	168	0.738095238095238	38.496	0.229142857142857	85.504	85.504	CO	0.14482615760836	0	0	0.00216772295243628	0.142658434655923	0.134067807753369	TRUE	TRUE	0.00310878478629255
OPRK1_AMP - RAD51C_AMP	OPRK1_AMP	RAD51C_AMP	AMP	AMP	AMP - AMP	194	102	0.0264918749146525	0.0139287177386317	1	69	0.0144927536231884	10.223	0.148159420289855	-9.223	9.223	ME	0.00615900515396761	0	0	0.000463783439002996	0.00569522171496462	0.00321954130404214	TRUE	TRUE	OPRK1	RAD51C	8q11.23	17q22	8q11	17q22	8q	17q	11	22	RAD51C_AMP	OPRK1_AMP	0.0430790628456535	0.0902422526492501	0.000368997848053332	OPRK1_AMP	RAD51C_AMP	AMP	AMP	AMP - AMP	180	100	0.0474058467210956	0.0263365815117198	1	68	0.0147058823529412	11.366	0.167147058823529	-10.366	10.366	ME	0.0131970242634805	0	0	0.00137138197359721	0.0118256422898833	0.00768997416845772	TRUE	TRUE	0.00124850794630223
P2RY1_AMP - CCNE1_AMP	P2RY1_AMP	CCNE1_AMP	AMP	AMP	AMP - AMP	241	292	0.0329100095589239	0.0398743684282398	16	99	0.161616161616162	29.49	0.297878787878788	-13.49	13.49	ME	0.00264076994022577	0	0	0.000380685990880814	0.00226008394934496	0.00225238144627647	TRUE	FALSE	P2RY1	CCNE1	3q25.2	19q12	3q25	19q12	3q	19q	25	12	CCNE1_AMP	P2RY1_AMP	0.463650723454978	0.463650723454978	0.00131226584612942	P2RY1_AMP	CCNE1_AMP	AMP	AMP	AMP - AMP	231	242	0.0608375032920727	0.0637345272583619	16	91	0.175824175824176	29.863	0.328164835164835	-13.863	13.863	ME	0.00661258513635532	0	0	0.000881709342959058	0.00573087579339626	0.00503541628146331	TRUE	TRUE	0.00387744951189929
P2RY1_AMP - ERBB2_AMP	P2RY1_AMP	ERBB2_AMP	AMP	AMP	AMP - AMP	241	290	0.0329100095589239	0.0396012563157176	15	86	0.174418604651163	23.002	0.26746511627907	-8.002	8.002	ME	0.00309291786497873	0.019	0.019	0.000959618524949357	0.00213329934002937	0.00201673421161391	TRUE	FALSE	P2RY1	ERBB2	3q25.2	17q12	3q25	17q12	3q	17q	25	12	ERBB2_AMP	P2RY1_AMP	0.37745945784214	0.389958115386582	0.00130327772389566	P2RY1_AMP	ERBB2_AMP	AMP	AMP	AMP - AMP	231	230	0.0608375032920727	0.0605741374769555	15	74	0.202702702702703	21.871	0.295554054054054	-6.871	6.871	ME	0.00721068237859879	0.031	0.031	0.00357464526092877	0.00363603711767002	0.00263946950446505	TRUE	FALSE	0.00368517928816874
P2RY1_AMP - ERCC2_AMP	P2RY1_AMP	ERCC2_AMP	AMP	AMP	AMP - AMP	241	65	0.0329100095589239	0.00887614365697119	2	47	0.0425531914893617	7.583	0.161340425531915	-5.583	5.583	ME	0.00334670534204518	0.005	0.005	0.000423694792747731	0.00292301054929744	0.00374348292159803	TRUE	TRUE	P2RY1	ERCC2	3q25.2	19q13.32	3q25	19q13	3q	19q	25	13	ERCC2_AMP	P2RY1_AMP	0.254578495810307	0.292016509900058	0.000292113972597304	P2RY1_AMP	ERCC2_AMP	AMP	AMP	AMP - AMP	231	62	0.0608375032920727	0.0163286805372663	2	45	0.0444444444444444	8.273	0.183844444444444	-6.273	6.273	ME	0.00852069318956761	0.009	0.009	0.00159030702654461	0.00693038616302299	0.00564121378393987	TRUE	TRUE	0.000993396155941139
P2RY1_AMP - ESR1_AMP	P2RY1_AMP	ESR1_AMP	AMP	AMP	AMP - AMP	241	56	0.0329100095589239	0.00764713915062133	0	30	0	3.49	0.116333333333333	-3.49	3.49	ME	0.00623162191089754	0.019	0.019	0.0024010090634784	0.00383061284741915	0.00377049730538787	TRUE	TRUE	P2RY1	ESR1	3q25.2	6q25.1-q25.2	3q25	6q25	3q	6q	25	25	ESR1_AMP	P2RY1_AMP	0.0348406392930301	0.0811214885031747	0.000251667422545369	P2RY1_AMP	ESR1_AMP	AMP	AMP	AMP - AMP	231	51	0.0608375032920727	0.0134316565709771	0	27	0	3.177	0.117666666666667	-3.177	3.177	ME	0.0121204318946402	0.034	0.034	0.00576896224975942	0.00635146964488076	0.00627882464608038	TRUE	TRUE	0.000817148450854808
P2RY1_AMP - FGFR3_AMP	P2RY1_AMP	FGFR3_AMP	AMP	AMP	AMP - AMP	241	86	0.0329100095589239	0.0117438208384542	3	52	0.0576923076923077	7.421	0.142711538461538	-4.421	4.421	ME	0.00312315123551277	0.039	0.039	0.00097960729473201	0.00214354394078076	0.00201551655254404	TRUE	FALSE	P2RY1	FGFR3	3q25.2	4p16.3	3q25	4p16	3q	4p	25	16	FGFR3_AMP	P2RY1_AMP	0.246489898084489	0.289115970685566	0.000386489256051817	P2RY1_AMP	FGFR3_AMP	AMP	AMP	AMP - AMP	231	68	0.0608375032920727	0.0179088754279694	3	44	0.0681818181818182	6.806	0.154681818181818	-3.806	3.806	ME	0.00644113027231485	0.057	0.057	0.00357483851021467	0.00286629176210018	0.00153997578966138	FALSE	FALSE	0.00108953126780641
P2RY1_AMP - KRAS_AMP	P2RY1_AMP	KRAS_AMP	AMP	AMP	AMP - AMP	241	205	0.0329100095589239	0.0279939915335245	5	87	0.0574712643678161	19.249	0.221252873563218	-14.249	14.249	ME	0.00702481520443377	0	0	0.000460510474092235	0.00656430473034153	0.00548316081830919	TRUE	TRUE	P2RY1	KRAS	3q25.2	12p12.1	3q25	12p12	3q	12p	25	12	KRAS_AMP	P2RY1_AMP	0.0190984447405966	0.0572953342217899	0.000921282528960726	P2RY1_AMP	KRAS_AMP	AMP	AMP	AMP - AMP	231	166	0.0608375032920727	0.0437187253094548	5	75	0.0666666666666667	17.1	0.228	-12.1	12.1	ME	0.0135615457051517	0.001	0.001	0.00278832090722392	0.0107732247979277	0.00844057853857196	TRUE	TRUE	0.00265973809493918
P2RY1_AMP - NBN_AMP	P2RY1_AMP	NBN_AMP	AMP	AMP	AMP - AMP	241	266	0.0329100095589239	0.0363239109654513	3	82	0.0365853658536585	19.917	0.242890243902439	-16.917	16.917	ME	0.011361048040725	0	0	0.00134150379984976	0.0100195442408753	0.00872716391648659	TRUE	TRUE	P2RY1	NBN	3q25.2	8q21.3	3q25	8q21	3q	8q	25	21	NBN_AMP	P2RY1_AMP	0.000126932070271114	0.000707192962939066	0.0011954202570905	P2RY1_AMP	NBN_AMP	AMP	AMP	AMP - AMP	231	249	0.0608375032920727	0.0655780879641823	3	78	0.0384615384615385	20.939	0.268448717948718	-17.939	17.939	ME	0.0209805622500421	0	0	0.00373941156710522	0.0172411506829369	0.014877978434974	TRUE	TRUE	0.00398960714240877
P2RY12_AMP - CCNE1_AMP	P2RY12_AMP	CCNE1_AMP	AMP	AMP	AMP - AMP	245	292	0.0334562337839683	0.0398743684282398	16	104	0.153846153846154	30.718	0.295365384615385	-14.718	14.718	ME	0.00299453305898856	0	0	0.00028616967928452	0.00270836337970404	0.00232768705381648	TRUE	FALSE	P2RY12	CCNE1	3q25.1	19q12	3q25	19q12	3q	19q	25	12	CCNE1_AMP	P2RY12_AMP	0.437292440165252	0.442971562764801	0.00133404619212328	P2RY12_AMP	CCNE1_AMP	AMP	AMP	AMP - AMP	234	242	0.0616276007374243	0.0637345272583619	16	96	0.166666666666667	30.717	0.31996875	-14.717	14.717	ME	0.00716889753960659	0	0	0.000816659326820068	0.00635223821278652	0.00562800151840963	TRUE	TRUE	0.00392780599906681
P2RY12_AMP - ERBB2_AMP	P2RY12_AMP	ERBB2_AMP	AMP	AMP	AMP - AMP	245	290	0.0334562337839683	0.0396012563157176	14	88	0.159090909090909	23.129	0.262829545454545	-9.129	9.129	ME	0.00365298415985849	0.004	0.004	0.00100119398023413	0.00265179017962436	0.00216225100528182	TRUE	FALSE	P2RY12	ERBB2	3q25.1	17q12	3q25	17q12	3q	17q	25	12	ERBB2_AMP	P2RY12_AMP	0.26401277706193	0.296302109508353	0.0013249088894375	P2RY12_AMP	ERBB2_AMP	AMP	AMP	AMP - AMP	234	230	0.0616276007374243	0.0605741374769555	14	76	0.184210526315789	22.148	0.291421052631579	-8.148	8.148	ME	0.00797187280644129	0.01	0.01	0.00349616448431089	0.0044757083221304	0.00345037259529194	TRUE	FALSE	0.00373303875944366
P2RY12_AMP - ERCC2_AMP	P2RY12_AMP	ERCC2_AMP	AMP	AMP	AMP - AMP	245	65	0.0334562337839683	0.00887614365697119	3	48	0.0625	7.743	0.1613125	-4.743	4.743	ME	0.00223014591622828	0.032	0.03	0.000424589706623957	0.00180555620960432	0.00225306636199392	TRUE	FALSE	P2RY12	ERCC2	3q25.1	19q13.32	3q25	19q13	3q	19q	25	13	ERCC2_AMP	P2RY12_AMP	0.442881722308318	0.445739023742565	0.000296962337287716	P2RY12_AMP	ERCC2_AMP	AMP	AMP	AMP - AMP	234	62	0.0616276007374243	0.0163286805372663	3	46	0.0652173913043478	8.25	0.179347826086957	-5.25	5.25	ME	0.00618002584766575	0.006	0.006	0.00148807110446814	0.00469195474319761	0.00337408674301171	TRUE	FALSE	0.0010062974047196
P2RY12_AMP - ESR1_AMP	P2RY12_AMP	ESR1_AMP	AMP	AMP	AMP - AMP	245	56	0.0334562337839683	0.00764713915062133	0	30	0	3.549	0.1183	-3.549	3.549	ME	0.0061530302231898	0.023	0.023	0.00237490719641043	0.00377812302677938	0.00334503832213391	TRUE	TRUE	P2RY12	ESR1	3q25.1	6q25.1-q25.2	3q25	6q25	3q	6q	25	25	ESR1_AMP	P2RY12_AMP	0.0330022511955666	0.0792054028693598	0.000255844475201724	P2RY12_AMP	ESR1_AMP	AMP	AMP	AMP - AMP	234	51	0.0616276007374243	0.0134316565709771	0	27	0	3.236	0.119851851851852	-3.236	3.236	ME	0.0116735440872756	0.03	0.03	0.00550885819145297	0.00616468589582264	0.00606329125780729	TRUE	TRUE	0.000827760768398377
P2RY12_AMP - KRAS_AMP	P2RY12_AMP	KRAS_AMP	AMP	AMP	AMP - AMP	245	205	0.0334562337839683	0.0279939915335245	6	91	0.0659340659340659	20.374	0.22389010989011	-14.374	14.374	ME	0.0065056303779526	0	0	0.000393888369452866	0.00611174200849973	0.00465764558659897	TRUE	TRUE	P2RY12	KRAS	3q25.1	12p12.1	3q25	12p12	3q	12p	25	12	KRAS_AMP	P2RY12_AMP	0.0388873153287904	0.088755994630802	0.000936573525292025	P2RY12_AMP	KRAS_AMP	AMP	AMP	AMP - AMP	234	166	0.0616276007374243	0.0437187253094548	6	80	0.075	17.813	0.2226625	-11.813	11.813	ME	0.0125977276154204	0	0	0.00252196603179222	0.0100757615836282	0.00771441953623172	TRUE	TRUE	0.00269428014812021
P2RY12_AMP - NBN_AMP	P2RY12_AMP	NBN_AMP	AMP	AMP	AMP - AMP	245	266	0.0334562337839683	0.0363239109654513	4	85	0.0470588235294118	20.284	0.238635294117647	-16.284	16.284	ME	0.0106145085720118	0	0	0.00124155660297642	0.00937295196903543	0.00770766427648381	TRUE	TRUE	P2RY12	NBN	3q25.1	8q21.3	3q25	8q21	3q	8q	25	21	NBN_AMP	P2RY12_AMP	0.00044151540606846	0.00222181946279612	0.00121526125720819	P2RY12_AMP	NBN_AMP	AMP	AMP	AMP - AMP	234	249	0.0616276007374243	0.0655780879641823	4	81	0.0493827160493827	21.13	0.260864197530864	-17.13	17.13	ME	0.0196550049782733	0	0	0.00347803335863905	0.0161769716196343	0.0137853028167607	TRUE	TRUE	0.00404142022218031
P2RY2_AMP - CDK12_AMP	P2RY2_AMP	CDK12_AMP	AMP	AMP	AMP - AMP	161	221	0.0219855250580363	0.030178888433702	6	95	0.0631578947368421	16.959	0.178515789473684	-10.959	10.959	ME	0.00497203534365331	0	0	0.000527199649733467	0.00444483569391985	0.0037735795239803	TRUE	TRUE	P2RY2	CDK12	11q13.4	17q12	11q13	17q12	11q	17q	13	12	CDK12_AMP	P2RY2_AMP	0.229095215978499	0.274914259174199	0.000663498707882837	P2RY2_AMP	CDK12_AMP	AMP	AMP	AMP - AMP	124	184	0.0326573610745325	0.0484593099815644	5	69	0.072463768115942	12.58	0.18231884057971	-7.58	7.58	ME	0.00925948349826489	0.004	0.004	0.00235020104413053	0.00690928245413436	0.00565721261745023	TRUE	TRUE	0.00158255318349065
P2RY2_AMP - MDM2_AMP	P2RY2_AMP	MDM2_AMP	AMP	AMP	AMP - AMP	161	236	0.0219855250580363	0.0322272292776185	8	118	0.0677966101694915	19.946	0.169033898305085	-11.946	11.946	ME	0.00572696255128663	0	0	0.000585813132395308	0.00514114941889132	0.0043039714378411	TRUE	TRUE	P2RY2	MDM2	11q13.4	12q15	11q13	12q15	11q	12q	13	15	MDM2_AMP	P2RY2_AMP	0.411856588492264	0.422694919768376	0.000708532556834163	P2RY2_AMP	MDM2_AMP	AMP	AMP	AMP - AMP	124	186	0.0326573610745325	0.0489860416117988	8	91	0.0879120879120879	15.858	0.174263736263736	-7.858	7.858	ME	0.00736404222475173	0.006	0.006	0.00165434555930449	0.00570969666544724	0.00423823136611018	TRUE	TRUE	0.00159975484852859
P2RY2_AMP - RARA_AMP	P2RY2_AMP	RARA_AMP	AMP	AMP	AMP - AMP	161	155	0.0219855250580363	0.0211661887204698	5	76	0.0657894736842105	12.583	0.165565789473684	-7.583	7.583	ME	0.00336818476318534	0.006	0.006	0.000529849297286944	0.0028383354658984	0.00203035330426304	TRUE	FALSE	P2RY2	RARA	11q13.4	17q21.2	11q13	17q21	11q	17q	13	21	RARA_AMP	P2RY2_AMP	0.415724353949109	0.42387581186968	0.000465349772497014	P2RY2_AMP	RARA_AMP	AMP	AMP	AMP - AMP	124	126	0.0326573610745325	0.0331840927047669	4	55	0.0727272727272727	9.214	0.167527272727273	-5.214	5.214	ME	0.00653264415168797	0.026	0.026	0.00269206560391405	0.00384057854777392	0.00211987679738952	TRUE	FALSE	0.00108370489739033
PALB2_AMP - CHRNA4_AMP	PALB2_AMP	CHRNA4_AMP	AMP	AMP	AMP - AMP	51	169	0.00696435886931585	0.0230779735081251	0	28	0	4.29	0.153214285714286	-4.29	4.29	ME	0.00505658849490834	0.01	0.01	0.00059448497632511	0.00446210351858323	0.00224963507191582	TRUE	FALSE	PALB2	CHRNA4	16p12.2	20q13.33	16p12	20q13	16p	20q	12	13	PALB2_AMP	CHRNA4_AMP	0.11506085840773	0.18130801930915	0.000160723289487147	PALB2_AMP	CHRNA4_AMP	AMP	AMP	AMP - AMP	48	153	0.0126415591256255	0.0402949697129313	0	25	0	4.511	0.18044	-4.511	4.511	ME	0.00942166398931626	0.008	0.008	0.00186228068148214	0.00755938330783412	0.00381856366208234	TRUE	FALSE	0.000509391242091309
PDGFRA_AMP - ADRB2_AMP	PDGFRA_AMP	ADRB2_AMP	AMP	AMP	AMP - AMP	116	46	0.015840502526287	0.00628157858801038	0	14	0	2.284	0.163142857142857	-2.284	2.284	ME	0.00344669312257279	0.036	0.036	0.00038069641386046	0.00306599670871233	0.00275021432012094	TRUE	TRUE	PDGFRA	ADRB2	4q12	5q32	4q12	5q32	4q	5q	12	32	PDGFRA_AMP	ADRB2_AMP	0.259879615361106	0.293776956495163	9.95033614924488e-05	PDGFRA_AMP	ADRB2_AMP	AMP	AMP	AMP - AMP	93	46	0.0244930208058994	0.0121148274953911	0	14	0	2.311	0.165071428571429	-2.311	2.311	ME	0.00716548808824513	0.03	0.03	0.00142282147644546	0.00574266661179967	0.00432147137456383	TRUE	TRUE	0.000296728721904496
PDGFRB_AMP - DRD1_AMP	PDGFRB_AMP	DRD1_AMP	AMP	AMP	AMP - AMP	47	72	0.00641813464427147	0.00983203605079885	35	43	0.813953488372093	17.124	0.398232558139535	17.876	17.876	CO	0.104555321858931	0	0	0.0284680219320187	0.0760872999269128	0.00484524480704829	TRUE	TRUE	PDGFRB	DRD1	5q32	5q35.2	5q32	5q35	5q	5q	32	35	PDGFRB_AMP	DRD1_AMP	1.63202784619898e-14	2.12163620005867e-13	6.31033312013582e-05	PDGFRB_AMP	DRD1_AMP	AMP	AMP	AMP - AMP	47	66	0.0123781933105083	0.0173821437977351	35	42	0.833333333333333	17.34	0.412857142857143	17.66	17.66	CO	0.141007896273971	0	0	0.0371214413650435	0.103886454908928	-0.104053171896717	TRUE	FALSE	0.000215159536079417
PDGFRB_AMP - GABRP_AMP	PDGFRB_AMP	GABRP_AMP	AMP	AMP	AMP - AMP	47	80	0.00641813464427147	0.0109244845008876	38	44	0.863636363636364	16.977	0.385840909090909	21.023	21.023	CO	0.114945361773576	0	0	0.0258482524300558	0.0890971093435203	0.0095449084959463	TRUE	TRUE	PDGFRB	GABRP	5q32	5q35.1	5q32	5q35	5q	5q	32	35	PDGFRB_AMP	GABRP_AMP	0	0	7.01148124459534e-05	PDGFRB_AMP	GABRP_AMP	AMP	AMP	AMP - AMP	47	76	0.0123781933105083	0.020015801948907	38	44	0.863636363636364	17.13	0.389318181818182	20.87	20.87	CO	0.150160532196463	0	0	0.0315506099310623	0.118609922265401	-0.0972650890189806	TRUE	FALSE	0.00024775946578842
PDGFRB_AMP - GRM6_AMP	PDGFRB_AMP	GRM6_AMP	AMP	AMP	AMP - AMP	47	82	0.00641813464427147	0.0111975966134098	35	43	0.813953488372093	17.28	0.401860465116279	17.72	17.72	CO	0.0924581294855287	0	0	0.0278736252790273	0.0645845042065014	0.0650393941953671	TRUE	TRUE	PDGFRB	GRM6	5q32	5q35.3	5q32	5q35	5q	5q	32	35	PDGFRB_AMP	GRM6_AMP	0	0	7.18676827571023e-05	PDGFRB_AMP	GRM6_AMP	AMP	AMP	AMP - AMP	47	79	0.0123781933105083	0.0208058993942586	35	43	0.813953488372093	17.525	0.407558139534884	17.475	17.475	CO	0.11824218067533	0	0	0.030281878383969	0.0879603022913611	-0.0163007680429962	TRUE	FALSE	0.000257539444701121
PIK3CA_AMP - OPRK1_AMP	PIK3CA_AMP	OPRK1_AMP	AMP	AMP	AMP - AMP	496	194	0.0677318039055032	0.0264918749146525	14	115	0.121739130434783	31.462	0.273582608695652	-17.462	17.462	ME	0.00555751308022112	0	0	0.000433282204011287	0.00512423087620983	0.00322827071395962	TRUE	TRUE	PIK3CA	OPRK1	3q26.32	8q11.23	3q26	8q11	3q	8q	26	11	PIK3CA_AMP	OPRK1_AMP	0.0314240448670775	0.0786687487825973	0.00179434247680836	PIK3CA_AMP	OPRK1_AMP	AMP	AMP	AMP - AMP	436	180	0.114827495391098	0.0474058467210956	13	102	0.127450980392157	31.257	0.306441176470588	-18.257	18.257	ME	0.0143264706289574	0	0	0.0030016504994389	0.0113248201295185	0.00753966115412334	TRUE	TRUE	0.00544349464587772
PIK3CA_MUT - ADRB3_AMP	PIK3CA_MUT	ADRB3_AMP	MUT	AMP	AMP - MUT	993	291	0.135600163867268	0.0397378123719787	37	266	0.139097744360902	57.178	0.214954887218045	-20.178	20.178	ME	0.00686180399758218	0	0	0.00233338124291527	0.00452842275466692	0.0035002035650372	TRUE	TRUE	PIK3CA	ADRB3	3q26.32	8p11.23	3q26	8p11	3q	8p	26	11	PIK3CA_MUT	ADRB3_AMP	9.35240193971107e-05	0.000540361000961084	0.00538845386936706	PIK3CA_MUT	ADRB3_AMP	MUT	AMP	AMP - MUT	416	208	0.109560179088754	0.0547800895443771	23	170	0.135294117647059	34.052	0.200305882352941	-11.052	11.052	ME	0.00739269003284881	0.009	0.009	0.00298775987134869	0.00440493016150012	0.0021376261209006	FALSE	FALSE	0.00600171642097995
PIK3CA_MUT - CHRNA6_AMP	PIK3CA_MUT	CHRNA6_AMP	MUT	AMP	AMP - MUT	993	222	0.135600163867268	0.0303154444899631	25	211	0.118483412322275	42.735	0.202535545023697	-17.735	17.735	ME	0.00672832397587397	0	0	0.00220411643992802	0.00452420753594596	0.00253518873228385	TRUE	FALSE	PIK3CA	CHRNA6	3q26.32	8p11.21	3q26	8p11	3q	8p	26	11	PIK3CA_MUT	CHRNA6_AMP	6.4981788718242e-05	0.000389890732309452	0.00411077924054806	PIK3CA_MUT	CHRNA6_AMP	MUT	AMP	AMP - MUT	416	179	0.109560179088754	0.0471424809059784	13	153	0.0849673202614379	29.552	0.193150326797386	-16.552	16.552	ME	0.0132133510878012	0	0	0.0028326080786012	0.0103807430092	0.00787096174636752	TRUE	TRUE	0.00516493865074717
PTEN_DEL - DRD4_DEL	PTEN_DEL	DRD4_DEL	DEL	DEL	DEL - DEL	351	58	0.0479311757476444	0.00792025126314352	1	32	0.03125	6.404	0.200125	-5.404	5.404	ME	0.00374028000150961	0.008	0.008	0.000640243235081828	0.00310003676642778	0.00262637825250653	TRUE	TRUE	PTEN	DRD4	10q23.31	11p15.5	10q23	11p15	10q	11p	23	15	PTEN_DEL	DRD4_DEL	0.0403953565306855	0.088755994630802	0.000379626955259235	PTEN_DEL	DRD4_DEL	DEL	DEL	DEL - DEL	214	54	0.0563602844350803	0.0142217540163287	1	28	0.0357142857142857	5.051	0.180392857142857	-4.051	4.051	ME	0.00636855836672856	0.021	0.021	0.00181277424059301	0.00455578412613555	0.00336654095967592	TRUE	FALSE	0.000801542101526031
PTEN_DEL - GLRA2_DEL	PTEN_DEL	GLRA2_DEL	DEL	DEL	DEL - DEL	351	57	0.0479311757476444	0.00778369520688243	1	41	0.024390243902439	8.442	0.20590243902439	-7.442	7.442	ME	0.00382230945361184	0	0	0.000329884214971821	0.00349242523864002	0.00217898011347855	TRUE	FALSE	PTEN	GLRA2	10q23.31	Xp22.2	10q23	Xp22	10q	Xp	23	22	PTEN_DEL	GLRA2_DEL	0.0433856983890626	0.0902422526492501	0.000373081662927179	PTEN_DEL	GLRA2_DEL	DEL	DEL	DEL - DEL	214	52	0.0563602844350803	0.0136950223860943	1	32	0.03125	6.685	0.20890625	-5.685	5.685	ME	0.00630161898819892	0.007	0.007	0.000967726383022005	0.00533389260517692	0.00211034109263852	TRUE	FALSE	0.000771855357025066
PTEN_MUT - P2RY2_AMP	PTEN_MUT	P2RY2_AMP	MUT	AMP	AMP - MUT	559	161	0.0763348354499522	0.0219855250580363	1	112	0.00892857142857143	8.298	0.0740892857142857	-7.298	7.298	ME	0.0191925220954146	0	0	0.0108112463241816	0.00838127577123293	0.00595457495176221	TRUE	TRUE	PTEN	P2RY2	10q23.31	11q13.4	10q23	11q13	10q	11q	23	13	PTEN_MUT	P2RY2_AMP	1.04406368830183e-08	9.04855196528254e-08	0.001678261437586	PTEN_MUT	P2RY2_AMP	MUT	AMP	AMP - MUT	235	124	0.0618909665525415	0.0326573610745325	1	73	0.0136986301369863	6.372	0.0872876712328767	-5.372	5.372	ME	0.0201095884523289	0.008	0.008	0.0107545358546818	0.00935505259764713	0.00613994456918228	FALSE	TRUE	0.00202119564195816
