name	SFE_1.x	SFE_2.x	type_1.x	type_2.x	int_type.x	support_1.x	support_2.x	freq_1.x	freq_2.x	overlap.x	max_overlap.x	freq_overlap.x	r_overlap.x	r_freq_overlap.x	diff_overlap.x	abs_diff_overlap.x	direction.x	wMI_stat.x	wMI_p.value.x	ME_p.value.x	E.r.wMI_stat.x	MI_diff.x	APC.x	FDR.x	APC_good.x	PartnerA	PartnerB	SFE_1_location	SFE_2_location	SFE_1_location_1	SFE_2_location_1	SFE_1_location_2	SFE_2_location_2	SFE_1_location_2_subloca	SFE_2_location_2_subloca	gene1	gene2	p.value	q.value	expect_freq.x	SFE_1.y	SFE_2.y	type_1.y	type_2.y	int_type.y	support_1.y	support_2.y	freq_1.y	freq_2.y	overlap.y	max_overlap.y	freq_overlap.y	r_overlap.y	r_freq_overlap.y	diff_overlap.y	abs_diff_overlap.y	direction.y	wMI_stat.y	wMI_p.value.y	ME_p.value.y	E.r.wMI_stat.y	MI_diff.y	APC.y	FDR.y	APC_good.y	expect_freq.y
GRM6_AMP - ARAF_AMP	GRM6_AMP	ARAF_AMP	AMP	AMP	AMP - AMP	82	68	0.0111975966134098	0.00928581182575447	0	29	0	3.173	0.109413793103448	-3.173	3.173	ME	0.00360073356465374	0.013	0.013	0.00045146296512999	0.00314927059952375	0.00278950143393365	TRUE	TRUE	GRM6	ARAF	5q35.3	Xp11.3	5q35	Xp11	5q	Xp	35	11	ARAF_AMP	GRM6_AMP	0.244091942408742	0.288472295573968	0.000103978775052829	GRM6_AMP	ARAF_AMP	AMP	AMP	AMP - AMP	79	61	0.0208058993942586	0.0160653147221491	0	27	0	3.162	0.117111111111111	-3.162	3.162	ME	0.00827067949710086	0.013	0.013	0.00204613193472925	0.00622454756237162	0.00417930650671455	TRUE	FALSE	0.000334253321846135
GRM6_AMP - CCNE1_AMP	GRM6_AMP	CCNE1_AMP	AMP	AMP	AMP - AMP	82	292	0.0111975966134098	0.0398743684282398	1	41	0.024390243902439	6.99	0.170487804878049	-5.99	5.99	ME	0.00570631297491292	0.001	0.001	0.00161667621932263	0.00408963675559029	0.00290167698908854	TRUE	TRUE	GRM6	CCNE1	5q35.3	19q12	5q35	19q12	5q	19q	35	12	CCNE1_AMP	GRM6_AMP	0.0187902074196268	0.0572953342217899	0.000446497092873913	GRM6_AMP	CCNE1_AMP	AMP	AMP	AMP - AMP	79	242	0.0208058993942586	0.0637345272583619	1	37	0.027027027027027	6.789	0.183486486486486	-5.789	5.789	ME	0.0109255638610323	0.001	0.001	0.00394028330917051	0.00698528055186176	0.0051386211571807	TRUE	TRUE	0.00132605416207811
GRM8_AMP - BRAF_AMP	GRM8_AMP	BRAF_AMP	AMP	AMP	AMP - AMP	52	79	0.00710091492557695	0.0107879284446265	30	45	0.666666666666667	3.862	0.0858222222222222	26.138	26.138	CO	0.0615625666864935	0	0	0.00117339126110613	0.0603891754253874	0.0256216989177007	TRUE	TRUE	GRM8	BRAF	7q31.33	7q34	7q31	7q34	7q	7q	31	34	BRAF_AMP	GRM8_AMP	7.36077865326479e-14	8.20201049935219e-13	7.66041621085044e-05	GRM8_AMP	BRAF_AMP	AMP	AMP	AMP - AMP	46	72	0.0121148274953911	0.0189623386884382	29	40	0.725	3.698	0.09245	25.302	25.302	CO	0.0848880094974432	0	0	0.00148207284871887	0.0834059366487243	0.0412896391736148	TRUE	TRUE	0.00022972546211961
HRH4_AMP - ERCC2_AMP	HRH4_AMP	ERCC2_AMP	AMP	AMP	AMP - AMP	103	65	0.0140652737948928	0.00887614365697119	0	44	0	4.629	0.105204545454545	-4.629	4.629	ME	0.00619389914156548	0.005	0.005	0.000678690505863833	0.00551520863570165	0.00535469128199299	TRUE	TRUE	HRH4	ERCC2	18q11.2	19q13.32	18q11	19q13	18q	19q	11	13	ERCC2_AMP	HRH4_AMP	0.184569540284686	0.242984869796925	0.000124845390778101	HRH4_AMP	ERCC2_AMP	AMP	AMP	AMP - AMP	86	62	0.022649460100079	0.0163286805372663	0	42	0	4.442	0.105761904761905	-4.442	4.442	ME	0.0123105937409778	0.013	0.013	0.00231336504818358	0.00999722869279418	0.00774378373767343	TRUE	TRUE	0.000369835798315749
HTR1A_DEL - CDKN2A_DEL	HTR1A_DEL	CDKN2A_DEL	DEL	DEL	DEL - DEL	60	1041	0.00819336337566571	0.1421548545678	5	40	0.125	16.175	0.404375	-11.175	11.175	ME	0.00289202120633111	0	0	0.000152395170403954	0.00273962603592716	0.00208952658569829	TRUE	FALSE	HTR1A	CDKN2A	5q12.3	9p21.3	5q12	9p21	5q	9p	12	21	CDKN2A_DEL	HTR1A_DEL	0.00451993393255543	0.0185555182494381	0.0011647263790889	HTR1A_DEL	CDKN2A_DEL	DEL	DEL	DEL - DEL	55	595	0.0144851198314459	0.156702659994733	4	33	0.121212121212121	12.82	0.388484848484848	-8.82	8.82	ME	0.00558885403970025	0	0	0.000769550612335079	0.00481930342736517	0.00339464901085397	TRUE	FALSE	0.00226985680793002
HTR1A_DEL - MTAP_DEL	HTR1A_DEL	MTAP_DEL	DEL	DEL	DEL - DEL	60	712	0.00819336337566571	0.0972279120578998	2	40	0.05	13.1	0.3275	-11.1	11.1	ME	0.00382194723808768	0	0	0.000222055503478064	0.00359989173460962	0.0031946715913334	TRUE	TRUE	HTR1A	MTAP	5q12.3	9p21.3	5q12	9p21	5q	9p	12	21	MTAP_DEL	HTR1A_DEL	0.00253961196265752	0.0113194133192735	0.000796623613747643	HTR1A_DEL	MTAP_DEL	DEL	DEL	DEL - DEL	55	416	0.0144851198314459	0.109560179088754	1	33	0.0303030303030303	10.351	0.313666666666667	-9.351	9.351	ME	0.00831673469446542	0	0	0.000543826159877192	0.00777290853458823	0.00661006733464642	TRUE	TRUE	0.00158699232285528
HTR1B_DEL - ROS1_DEL	HTR1B_DEL	ROS1_DEL	DEL	DEL	DEL - DEL	51	76	0.00696435886931585	0.0103782602758432	28	44	0.636363636363636	7.47	0.169772727272727	20.53	20.53	CO	0.0609057754025257	0	0	0.00460348061886051	0.0563022947836652	0.0566055019564499	TRUE	TRUE	HTR1B	ROS1	6q14.1	6q22.1	6q14	6q22	6q	6q	14	22	ROS1_DEL	HTR1B_DEL	0	0	7.22779290001369e-05	HTR1B_DEL	ROS1_DEL	DEL	DEL	DEL - DEL	48	73	0.0126415591256255	0.0192257045035554	28	41	0.682926829268293	8.418	0.205317073170732	19.582	19.582	CO	0.0774861504993166	0	0	0.00513500513033499	0.0723511453689816	0.0353700845878594	TRUE	TRUE	0.0002430428802135
HTR1E_DEL - CDKN2A_DEL	HTR1E_DEL	CDKN2A_DEL	DEL	DEL	DEL - DEL	83	1041	0.0113341526696709	0.1421548545678	6	40	0.15	17.22	0.4305	-11.22	11.22	ME	0.00424733316211201	0	0	0.000782055946249138	0.00346527721586287	0.00254049812345029	TRUE	FALSE	HTR1E	CDKN2A	6q14.3	9p21.3	6q14	9p21	6q	9p	14	21	CDKN2A_DEL	HTR1E_DEL	0.000302449715418411	0.00162697088294042	0.00161120482440631	HTR1E_DEL	CDKN2A_DEL	DEL	DEL	DEL - DEL	81	595	0.021332631024493	0.156702659994733	6	38	0.157894736842105	14.905	0.392236842105263	-8.905	8.905	ME	0.00745192559721528	0	0	0.00217276919139051	0.00527915640582477	0.00385449309880299	TRUE	FALSE	0.00334288002622422
HTR1E_DEL - ROS1_DEL	HTR1E_DEL	ROS1_DEL	DEL	DEL	DEL - DEL	83	76	0.0113341526696709	0.0103782602758432	50	61	0.819672131147541	13.456	0.220590163934426	36.544	36.544	CO	0.131091457740443	0	0	0.00838613959815004	0.122705318142293	0.122780028437886	TRUE	TRUE	HTR1E	ROS1	6q14.3	6q22.1	6q14	6q22	6q	6q	14	22	ROS1_DEL	HTR1E_DEL	0	0	0.000117628786411988	HTR1E_DEL	ROS1_DEL	DEL	DEL	DEL - DEL	81	73	0.021332631024493	0.0192257045035554	50	58	0.862068965517241	15.313	0.26401724137931	34.687	34.687	CO	0.166026153198547	0	0	0.00983695364019399	0.156189199558353	0.152133597298667	TRUE	TRUE	0.000410134860360282
HTR3C_AMP - NBN_AMP	HTR3C_AMP	NBN_AMP	AMP	AMP	AMP - AMP	470	266	0.0641813464427147	0.0363239109654513	7	113	0.0619469026548673	32.277	0.285637168141593	-25.277	25.277	ME	0.0142198915469387	0	0	0.00174714052681368	0.012472751020125	0.0107129466743598	TRUE	TRUE	HTR3C	NBN	3q27.1	8q21.3	3q27	8q21	3q	8q	27	21	NBN_AMP	HTR3C_AMP	5.964881796429e-07	4.22964345564965e-06	0.00233131751382795	HTR3C_AMP	NBN_AMP	AMP	AMP	AMP - AMP	412	249	0.108506715828285	0.0655780879641823	7	105	0.0666666666666667	32.415	0.308714285714286	-25.415	25.415	ME	0.0270833957627625	0	0	0.00491344857186871	0.0221699471908938	0.0190813473997334	TRUE	TRUE	0.00711566295529183
HTR3C_AMP - TSC2_AMP	HTR3C_AMP	TSC2_AMP	AMP	AMP	AMP - AMP	470	70	0.0641813464427147	0.00955892393827666	1	37	0.027027027027027	5.63	0.152162162162162	-4.63	4.63	ME	0.00605686577717135	0.015	0.015	0.00282325722030952	0.00323360855686183	0.00238818052244975	TRUE	FALSE	HTR3C	TSC2	3q27.1	16p13.3	3q27	16p13	3q	16p	27	13	TSC2_AMP	HTR3C_AMP	0.00309017673408654	0.0130288532572297	0.000613504608902093	HTR3C_AMP	TSC2_AMP	AMP	AMP	AMP - AMP	412	66	0.108506715828285	0.0173821437977351	1	36	0.0277777777777778	6.245	0.173472222222222	-5.245	5.245	ME	0.0134773246950628	0.004	0.004	0.00617266479759437	0.00730465989746842	0.00559710112869701	TRUE	TRUE	0.00188607933754723
HTR5A_AMP - CDK12_AMP	HTR5A_AMP	CDK12_AMP	AMP	AMP	AMP - AMP	62	221	0.0084664754881879	0.030178888433702	0	38	0	3.922	0.103210526315789	-3.922	3.922	ME	0.00654846191461983	0.007	0.007	0.00161913610011982	0.00492932581450001	0.00442671281155398	TRUE	TRUE	HTR5A	CDK12	7q36.2	17q12	7q36	17q12	7q	17q	36	12	CDK12_AMP	HTR5A_AMP	0.032915783826684	0.0792054028693598	0.000255508819184695	HTR5A_AMP	CDK12_AMP	AMP	AMP	AMP - AMP	57	184	0.0150118514616803	0.0484593099815644	0	32	0	3.565	0.11140625	-3.565	3.565	ME	0.0121581097503322	0.022	0.022	0.00555813542447559	0.00659997432585657	0.00525608547322566	TRUE	TRUE	0.000727463963378765
HTR5A_AMP - SMARCA4_AMP	HTR5A_AMP	SMARCA4_AMP	AMP	AMP	AMP - AMP	62	112	0.0084664754881879	0.0152942783012427	0	31	0	2.989	0.0964193548387097	-2.989	2.989	ME	0.00502963292533781	0.039	0.039	0.00112515655830298	0.00390447636703484	0.00344536283852638	TRUE	TRUE	HTR5A	SMARCA4	7q36.2	19p13.2	7q36	19p13	7q	19p	36	13	SMARCA4_AMP	HTR5A_AMP	0.173538371093895	0.235687355026341	0.000129488632346995	HTR5A_AMP	SMARCA4_AMP	AMP	AMP	AMP - AMP	57	103	0.0150118514616803	0.0271266789570714	0	29	0	3.075	0.106034482758621	-3.075	3.075	ME	0.010063057274354	0.028	0.028	0.00322568564187137	0.00683737163248266	0.00513855135800993	TRUE	TRUE	0.000407221675152243
KMT2A_MUT - HTR3C_AMP	KMT2A_MUT	HTR3C_AMP	MUT	AMP	AMP - MUT	262	470	0.0357776867404069	0.0641813464427147	10	127	0.078740157480315	19.292	0.151905511811024	-9.292	9.292	ME	0.0104749910212596	0.001	0.001	0.00583779253806754	0.00463719848319211	0.00327417468478387	TRUE	TRUE	KMT2A	HTR3C	11q23.3	3q27.1	11q23	3q27	11q	3q	23	27	KMT2A_MUT	HTR3C_AMP	3.43658615453291e-05	0.000214442976042854	0.00229626010760498	KMT2A_MUT	HTR3C_AMP	MUT	AMP	AMP - MUT	114	412	0.0300237029233605	0.108506715828285	8	67	0.119402985074627	13.58	0.202686567164179	-5.58	5.58	ME	0.0104812972769744	0.036	0.036	0.00619752820717739	0.00428376906979699	0.0010678275927137	FALSE	FALSE	0.00325777340121795
KRAS_AMP - ADRA1D_AMP	KRAS_AMP	ADRA1D_AMP	AMP	AMP	AMP - AMP	205	44	0.0279939915335245	0.00600846647548819	0	37	0	4.946	0.133675675675676	-4.946	4.946	ME	0.00481262223558798	0.003	0.003	0.00056020227826914	0.00425241995731884	0.00314698206992077	TRUE	TRUE	KRAS	ADRA1D	12p12.1	20p13	12p12	20p13	12p	20p	12	13	KRAS_AMP	ADRA1D_AMP	0.10484439081847	0.166895152731442	0.000168200959644282	KRAS_AMP	ADRA1D_AMP	AMP	AMP	AMP - AMP	166	40	0.0437187253094548	0.0105346326046879	0	32	0	4.325	0.13515625	-4.325	4.325	ME	0.00852593740131369	0.008	0.008	0.00137024118455764	0.00715569621675605	0.00598308416750131	TRUE	TRUE	0.000460560709080377
MDM2_AMP - ADORA2A_AMP	MDM2_AMP	ADORA2A_AMP	AMP	AMP	AMP - AMP	236	50	0.0322272292776185	0.00682780281305476	1	41	0.024390243902439	5.156	0.125756097560976	-4.156	4.156	ME	0.00388230099660369	0.023	0.023	0.000755863763675868	0.00312643723292783	0.00208682872341967	TRUE	FALSE	MDM2	ADORA2A	12q15	22q11.23	12q15	22q11	12q	22q	15	11	MDM2_AMP	ADORA2A_AMP	0.208691965447896	0.263156137679234	0.000220041166718684	MDM2_AMP	ADORA2A_AMP	AMP	AMP	AMP - AMP	186	44	0.0489860416117988	0.0115880958651567	1	37	0.027027027027027	4.69	0.126756756756757	-3.69	3.69	ME	0.00692502990974508	0.034	0.034	0.00280688308958343	0.00411814682016165	0.00190785635237565	TRUE	FALSE	0.00056765494625208
MET_AMP - ADRB3_AMP	MET_AMP	ADRB3_AMP	AMP	AMP	AMP - AMP	97	291	0.0132459374573262	0.0397378123719787	3	61	0.0491803278688525	9.994	0.16383606557377	-6.994	6.994	ME	0.00437337623402179	0.005	0.005	0.000926773079811261	0.00344660315421053	0.00268963744948619	TRUE	TRUE	MET	ADRB3	7q31.2	8p11.23	7q31	8p11	7q	8p	31	11	MET_AMP	ADRB3_AMP	0.0843781203788351	0.147455567574157	0.000526364577370193	MET_AMP	ADRB3_AMP	AMP	AMP	AMP - AMP	85	208	0.0223860942849618	0.0547800895443771	3	50	0.06	8.379	0.16758	-5.379	5.379	ME	0.00711497456547017	0.025	0.025	0.00221699243867834	0.00489798212679182	0.00363622680531206	TRUE	FALSE	0.00122631224947908
MET_AMP - CHRNA4_AMP	MET_AMP	CHRNA4_AMP	AMP	AMP	AMP - AMP	97	169	0.0132459374573262	0.0230779735081251	1	70	0.0142857142857143	7.603	0.108614285714286	-6.603	6.603	ME	0.00593754582563488	0.004	0.004	0.000765287125927716	0.00517225869970717	0.00430750982090798	TRUE	TRUE	MET	CHRNA4	7q31.2	20q13.33	7q31	20q13	7q	20q	31	13	MET_AMP	CHRNA4_AMP	0.0850705197543213	0.147455567574157	0.000305689393730456	MET_AMP	CHRNA4_AMP	AMP	AMP	AMP - AMP	85	153	0.0223860942849618	0.0402949697129313	1	61	0.0163934426229508	7.089	0.116213114754098	-6.089	6.089	ME	0.0116032567103479	0.003	0.003	0.00347841110759151	0.00812484560275639	0.00645576111603992	TRUE	TRUE	0.00090204699120336
MET_AMP - P2RX6_AMP	MET_AMP	P2RX6_AMP	AMP	AMP	AMP - AMP	97	95	0.0132459374573262	0.012972825344804	0	43	0	3.885	0.0903488372093023	-3.885	3.885	ME	0.0061467532702848	0.009	0.009	0.00100477920681563	0.00514197406346917	0.00453199793116673	TRUE	TRUE	MET	P2RX6	7q31.2	22q11.21	7q31	22q11	7q	22q	31	11	MET_AMP	P2RX6_AMP	0.0983106222937586	0.163574178056239	0.00017183723316209	MET_AMP	P2RX6_AMP	AMP	AMP	AMP - AMP	85	83	0.0223860942849618	0.0218593626547274	0	39	0	3.812	0.0977435897435897	-3.812	3.812	ME	0.0122284364886065	0.021	0.021	0.00292337998723602	0.00930505650137048	0.00710449368648729	TRUE	TRUE	0.000489345753397901
MTAP_DEL - CHRNB1_DEL	MTAP_DEL	CHRNB1_DEL	DEL	DEL	DEL - DEL	712	66	0.0972279120578998	0.00901269971323228	4	47	0.0851063829787234	14.379	0.305936170212766	-10.379	10.379	ME	0.00270904410128991	0	0	0.000221353380145173	0.00248769072114474	0.00203220913493821	TRUE	FALSE	MTAP	CHRNB1	9p21.3	17p13.1	9p21	17p13	9p	17p	21	13	MTAP_DEL	CHRNB1_DEL	0.0140561313083802	0.0456824267522355	0.000876285975122407	MTAP_DEL	CHRNB1_DEL	DEL	DEL	DEL - DEL	416	64	0.109560179088754	0.0168554121675007	4	40	0.1	11.942	0.29855	-7.942	7.942	ME	0.00481335710621233	0.002	0.002	0.000682330194710423	0.00413102691150191	0.00296829600753608	TRUE	FALSE	0.00184668197568614
MTAP_DEL - CHRNB2_AMP	MTAP_DEL	CHRNB2_AMP	DEL	AMP	AMP - DEL	712	283	0.0972279120578998	0.0386453639218899	16	169	0.0946745562130177	26.633	0.157591715976331	-10.633	10.633	ME	0.0093110263705769	0.004	0.004	0.00546755835249257	0.00384346801808433	0.00305042849503363	TRUE	TRUE	MTAP	CHRNB2	9p21.3	1q21.3	9p21	1q21	9p	1q	21	21	MTAP_DEL	CHRNB2_AMP	1.62394135085701e-07	1.26667425366846e-06	0.00375740804484304	MTAP_DEL	CHRNB2_AMP	DEL	AMP	AMP - DEL	416	282	0.109560179088754	0.0742691598630498	16	141	0.113475177304965	23.875	0.169326241134752	-7.875	7.875	ME	0.0141630535807301	0.037	0.037	0.0100421795969882	0.00412087398374195	0.00213148452535715	FALSE	FALSE	0.00813694245536705
MTAP_DEL - P2RX6_AMP	MTAP_DEL	P2RX6_AMP	DEL	AMP	AMP - DEL	712	95	0.0972279120578998	0.012972825344804	4	82	0.0487804878048781	14.041	0.171231707317073	-10.041	10.041	ME	0.00521808287383263	0.001	0.001	0.00114294529460157	0.00407513757923106	0.00237409612398961	TRUE	FALSE	MTAP	P2RX6	9p21.3	22q11.21	9p21	22q11	9p	22q	21	11	MTAP_DEL	P2RX6_AMP	0.000411878342141954	0.00214176737913816	0.0012613207217671	MTAP_DEL	P2RX6_AMP	DEL	AMP	AMP - DEL	416	83	0.109560179088754	0.0218593626547274	3	65	0.0461538461538462	11.036	0.169784615384615	-8.036	8.036	ME	0.00925275755873622	0.002	0.002	0.00288658718525237	0.00636617037348386	0.00505342035282662	TRUE	TRUE	0.00239491568721796
NBN_AMP - CHRNA5_AMP	NBN_AMP	CHRNA5_AMP	AMP	AMP	AMP - AMP	266	46	0.0363239109654513	0.00628157858801038	0	39	0	4.983	0.127769230769231	-4.983	4.983	ME	0.00543948871870115	0.003	0.003	0.0010399165933116	0.00439957212538955	0.00205057345938866	TRUE	FALSE	NBN	CHRNA5	8q21.3	15q25.1	8q21	15q25	8q	15q	21	25	NBN_AMP	CHRNA5_AMP	0.0479322839061659	0.0983873195968668	0.000228171501353374	NBN_AMP	CHRNA5_AMP	AMP	AMP	AMP - AMP	249	42	0.0655780879641823	0.0110613642349223	0	34	0	5.118	0.150529411764706	-5.118	5.118	ME	0.00875206494516756	0.003	0.003	0.00124767626093458	0.00750438868423298	0.00231155291803066	TRUE	FALSE	0.000725383116801595
NBN_AMP - GABRE_AMP	NBN_AMP	GABRE_AMP	AMP	AMP	AMP - AMP	266	121	0.0363239109654513	0.0165232828075925	2	80	0.025	12.159	0.1519875	-10.159	10.159	ME	0.0068642810365469	0	0	0.000769247797419936	0.00609503323912697	0.00439852474479531	TRUE	TRUE	NBN	GABRE	8q21.3	Xq28	8q21	Xq28	8q	Xq	21	28	NBN_AMP	GABRE_AMP	0.0145076642821364	0.0461876658778219	0.000600190253559962	NBN_AMP	GABRE_AMP	AMP	AMP	AMP - AMP	249	114	0.0655780879641823	0.0300237029233605	2	74	0.027027027027027	12.681	0.171364864864865	-10.681	10.681	ME	0.0130644740352531	0	0	0.00217770444573812	0.010886769589515	0.00777347343726923	TRUE	TRUE	0.00196889703131861
NBN_AMP - GRM5_AMP	NBN_AMP	GRM5_AMP	AMP	AMP	AMP - AMP	266	85	0.0363239109654513	0.0116072647821931	2	65	0.0307692307692308	10.283	0.1582	-8.283	8.283	ME	0.00501312322776071	0.002	0.002	0.000526023018832533	0.00448710020892817	0.00223098228795615	TRUE	FALSE	NBN	GRM5	8q21.3	11q14.2-q14.3	8q21	11q14	8q	11q	21	14	NBN_AMP	GRM5_AMP	0.0829717284540584	0.147086245895831	0.000421621252500801	NBN_AMP	GRM5_AMP	AMP	AMP	AMP - AMP	249	68	0.0655780879641823	0.0179088754279694	2	52	0.0384615384615385	9.497	0.182634615384615	-7.497	7.497	ME	0.00733955480236459	0.001	0.001	0.000863789578207652	0.00647576522415694	0.00321072290593499	TRUE	FALSE	0.00117442980815496
NBN_AMP - P2RY2_AMP	NBN_AMP	P2RY2_AMP	AMP	AMP	AMP - AMP	266	161	0.0363239109654513	0.0219855250580363	7	118	0.0593220338983051	18.873	0.159940677966102	-11.873	11.873	ME	0.00533632822509045	0	0	0.000583524128482171	0.00475280409660828	0.00273565099524315	TRUE	TRUE	NBN	P2RY2	8q21.3	11q13.4	8q21	11q13	8q	11q	21	13	NBN_AMP	P2RY2_AMP	0.178597063908636	0.24018225835989	0.000798600254736809	NBN_AMP	P2RY2_AMP	AMP	AMP	AMP - AMP	249	124	0.0655780879641823	0.0326573610745325	7	91	0.0769230769230769	16.256	0.178637362637363	-9.256	9.256	ME	0.00733225931037063	0.003	0.003	0.00154862752783469	0.00578363178253594	0.00286909406151168	TRUE	FALSE	0.00214160729722376
NPM1_AMP - ADRB3_AMP	NPM1_AMP	ADRB3_AMP	AMP	AMP	AMP - AMP	75	291	0.0102417042195821	0.0397378123719787	1	41	0.024390243902439	6.148	0.149951219512195	-5.148	5.148	ME	0.00498308108271747	0.01	0.01	0.00119446798352249	0.00378861309919498	0.00266378403189007	TRUE	TRUE	NPM1	ADRB3	5q35.1	8p11.23	5q35	8p11	5q	8p	35	11	NPM1_AMP	ADRB3_AMP	0.0291977008357712	0.0759140221730052	0.000406982920647056	NPM1_AMP	ADRB3_AMP	AMP	AMP	AMP - AMP	71	208	0.018698972873321	0.0547800895443771	1	37	0.027027027027027	5.219	0.141054054054054	-4.219	4.219	ME	0.00874473085863864	0.024	0.024	0.00341398883041261	0.00533074202822603	0.0034200967537724	TRUE	FALSE	0.00102433140838841
NPM1_AMP - HRH4_AMP	NPM1_AMP	HRH4_AMP	AMP	AMP	AMP - AMP	75	103	0.0102417042195821	0.0140652737948928	0	27	0	3.047	0.112851851851852	-3.047	3.047	ME	0.00503785642470878	0.019	0.019	0.00122916054448874	0.00380869588022004	0.00250207905333417	TRUE	FALSE	NPM1	HRH4	5q35.1	18q11.2	5q35	18q11	5q	18q	35	11	NPM1_AMP	HRH4_AMP	0.142624248403079	0.207938156550283	0.000144052373974731	NPM1_AMP	HRH4_AMP	AMP	AMP	AMP - AMP	71	86	0.018698972873321	0.022649460100079	0	24	0	2.913	0.121375	-2.913	2.913	ME	0.00992020712556546	0.029	0.029	0.0032273414682672	0.00669286565729826	0.00407572257425886	TRUE	FALSE	0.000423521640006745
NPM1_AMP - P2RY11_AMP	NPM1_AMP	P2RY11_AMP	AMP	AMP	AMP - AMP	75	89	0.0102417042195821	0.0121534890072375	0	22	0	3.372	0.153272727272727	-3.372	3.372	ME	0.00454875640142161	0.019	0.019	0.000901512251649916	0.00364724414977169	0.00238835457702596	TRUE	FALSE	NPM1	P2RY11	5q35.1	19p13.2	5q35	19p13	5q	19p	35	13	NPM1_AMP	P2RY11_AMP	0.185353842986116	0.242984869796925	0.000124472439648069	NPM1_AMP	P2RY11_AMP	AMP	AMP	AMP - AMP	71	80	0.018698972873321	0.0210692652093758	0	20	0	3.107	0.15535	-3.107	3.107	ME	0.00951693763618283	0.022	0.022	0.00289547063591161	0.00662146700027122	0.00355429025046038	TRUE	FALSE	0.000393973618610925
NPM1_AMP - P2RY2_AMP	NPM1_AMP	P2RY2_AMP	AMP	AMP	AMP - AMP	75	161	0.0102417042195821	0.0219855250580363	0	34	0	3.752	0.110352941176471	-3.752	3.752	ME	0.00654814410707483	0.017	0.017	0.00146761899906622	0.0050805251080086	0.0040298065286861	TRUE	TRUE	NPM1	P2RY2	5q35.1	11q13.4	5q35	11q13	5q	11q	35	13	NPM1_AMP	P2RY2_AMP	0.0485792309075257	0.0984202600204416	0.000225169244756618	NPM1_AMP	P2RY2_AMP	AMP	AMP	AMP - AMP	71	124	0.018698972873321	0.0326573610745325	0	30	0	3.553	0.118433333333333	-3.553	3.553	ME	0.0117159231309646	0.016	0.016	0.00493230360941854	0.00678361952154605	0.0045778514857581	TRUE	TRUE	0.000610659108846934
NTRK1_AMP - ADORA1_AMP	NTRK1_AMP	ADORA1_AMP	AMP	AMP	AMP - AMP	253	173	0.0345486822340571	0.0236241977331695	97	144	0.673611111111111	28.018	0.194569444444444	68.982	68.982	CO	0.0774575836944313	0	0	0.00170579483203581	0.0757517888623955	0.0767365010668244	TRUE	TRUE	NTRK1	ADORA1	1q23.1	1q32.1	1q23	1q32	1q	1q	23	32	NTRK1_AMP	ADORA1_AMP	0	0	0.000816184900517805	NTRK1_AMP	ADORA1_AMP	AMP	AMP	AMP - AMP	249	167	0.0655780879641823	0.043982091124572	97	139	0.697841726618705	31.977	0.23005035971223	65.023	65.023	CO	0.0842645161210485	0	0	0.00109642430012147	0.083168091820927	0.01690504258188	TRUE	TRUE	0.00288426144061586
NTRK1_AMP - ADORA2A_AMP	NTRK1_AMP	ADORA2A_AMP	AMP	AMP	AMP - AMP	253	50	0.0345486822340571	0.00682780281305476	0	43	0	5.795	0.134767441860465	-5.795	5.795	ME	0.00550951195492666	0.003	0.003	0.000545390104412347	0.00496412185051431	0.00405554012199185	TRUE	TRUE	NTRK1	ADORA2A	1q23.1	22q11.23	1q23	22q11	1q	22q	23	11	NTRK1_AMP	ADORA2A_AMP	0.0431045769751726	0.0902422526492501	0.00023589158974503	NTRK1_AMP	ADORA2A_AMP	AMP	AMP	AMP - AMP	249	44	0.0655780879641823	0.0115880958651567	0	39	0	5.868	0.150461538461538	-5.868	5.868	ME	0.0090788986228878	0.001	0.001	0.00142912499764303	0.00764977362524477	0.00511757097244618	TRUE	TRUE	0.000759925169982623
NTRK1_AMP - ADRB3_AMP	NTRK1_AMP	ADRB3_AMP	AMP	AMP	AMP - AMP	253	291	0.0345486822340571	0.0397378123719787	13	138	0.0942028985507246	31.404	0.227565217391304	-18.404	18.404	ME	0.00443615094478667	0	0	0.000348132340521501	0.00408801860426516	0.00330777978140167	TRUE	TRUE	NTRK1	ADRB3	1q23.1	8p11.23	1q23	8p11	1q	8p	23	11	NTRK1_AMP	ADRB3_AMP	0.151486022971072	0.212899275526912	0.00137288905231607	NTRK1_AMP	ADRB3_AMP	AMP	AMP	AMP - AMP	249	208	0.0655780879641823	0.0547800895443771	13	115	0.11304347826087	27.075	0.235434782608696	-14.075	14.075	ME	0.00670295631963413	0	0	0.000788464439186898	0.00591449188044724	0.00441628007734986	TRUE	TRUE	0.00359237353082694
